Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast,AQI,AQI_Category,RawConc,ConcUnit,Duration,QC_Name
Kolkata,PM2.5 - Principal,2/26/2016 1:00,2016,2,26,1,51.3,140,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 2:00,2016,2,26,2,47.1,130,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 3:00,2016,2,26,3,45.5,126,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 4:00,2016,2,26,4,46.2,127,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 5:00,2016,2,26,5,50.1,137,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 6:00,2016,2,26,6,62,154,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 7:00,2016,2,26,7,78.5,163,Unhealthy,95,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 8:00,2016,2,26,8,75.2,161,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 9:00,2016,2,26,9,70.1,159,Unhealthy,65,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 10:00,2016,2,26,10,61.5,154,Unhealthy,53,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 11:00,2016,2,26,11,54.2,147,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 12:00,2016,2,26,12,54.6,148,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 13:00,2016,2,26,13,56.3,151,Unhealthy,58,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 14:00,2016,2,26,14,57.6,152,Unhealthy,59,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 15:00,2016,2,26,15,62.8,155,Unhealthy,68,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 16:00,2016,2,26,16,67.4,157,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 17:00,2016,2,26,17,48.2,132,Unhealthy for Sensitive Groups,29,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 18:00,2016,2,26,18,39,110,Unhealthy for Sensitive Groups,30,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 19:00,2016,2,26,19,39.5,111,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 20:00,2016,2,26,20,44.2,122,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 21:00,2016,2,26,21,50.1,137,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 22:00,2016,2,26,22,60.5,154,Unhealthy,71,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/26/2016 23:00,2016,2,26,23,59.2,153,Unhealthy,58,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 0:00,2016,2,27,0,46.6,128,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 1:00,2016,2,27,1,45.8,126,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 2:00,2016,2,27,2,45.9,127,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 3:00,2016,2,27,3,45.9,127,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 4:00,2016,2,27,4,58.9,153,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 5:00,2016,2,27,5,89.9,169,Unhealthy,121,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 6:00,2016,2,27,6,88,168,Unhealthy,86,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 7:00,2016,2,27,7,81,164,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 8:00,2016,2,27,8,74.5,161,Unhealthy,68,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 9:00,2016,2,27,9,65.7,156,Unhealthy,57,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 10:00,2016,2,27,10,64.8,156,Unhealthy,64,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 11:00,2016,2,27,11,57.9,152,Unhealthy,51,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 12:00,2016,2,27,12,57.9,152,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/27/2016 13:00,2016,2,27,13,51.9,141,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 14:00,2016,2,27,14,54.8,149,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 15:00,2016,2,27,15,68.2,158,Unhealthy,80,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 16:00,2016,2,27,16,72.2,160,Unhealthy,76,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 17:00,2016,2,27,17,66.5,157,Unhealthy,61,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 18:00,2016,2,27,18,55.5,151,Unhealthy,43,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 19:00,2016,2,27,19,56.2,151,Unhealthy,57,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 20:00,2016,2,27,20,61.6,154,Unhealthy,68,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 21:00,2016,2,27,21,67.3,157,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 22:00,2016,2,27,22,70.4,159,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/27/2016 23:00,2016,2,27,23,70.4,159,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 0:00,2016,2,28,0,70.4,159,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 1:00,2016,2,28,1,70.4,159,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 2:00,2016,2,28,2,70.4,159,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 3:00,2016,2,28,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 4:00,2016,2,28,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 5:00,2016,2,28,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 6:00,2016,2,28,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 7:00,2016,2,28,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 8:00,2016,2,28,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 9:00,2016,2,28,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 10:00,2016,2,28,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 11:00,2016,2,28,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 12:00,2016,2,28,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 13:00,2016,2,28,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 14:00,2016,2,28,14,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 15:00,2016,2,28,15,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 16:00,2016,2,28,16,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 17:00,2016,2,28,17,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 18:00,2016,2,28,18,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 19:00,2016,2,28,19,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 20:00,2016,2,28,20,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 21:00,2016,2,28,21,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 22:00,2016,2,28,22,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/28/2016 23:00,2016,2,28,23,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 0:00,2016,2,29,0,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 1:00,2016,2,29,1,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 2:00,2016,2,29,2,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 3:00,2016,2,29,3,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 4:00,2016,2,29,4,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 5:00,2016,2,29,5,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 6:00,2016,2,29,6,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 7:00,2016,2,29,7,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 8:00,2016,2,29,8,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 9:00,2016,2,29,9,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 10:00,2016,2,29,10,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 11:00,2016,2,29,11,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 12:00,2016,2,29,12,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 13:00,2016,2,29,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/29/2016 14:00,2016,2,29,14,-999,-999,N/A,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 15:00,2016,2,29,15,73.5,160,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 16:00,2016,2,29,16,74,161,Unhealthy,75,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 17:00,2016,2,29,17,72.6,160,Unhealthy,69,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 18:00,2016,2,29,18,72.4,160,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 19:00,2016,2,29,19,72.3,160,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 20:00,2016,2,29,20,77.4,162,Unhealthy,91,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 21:00,2016,2,29,21,89.3,168,Unhealthy,107,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 22:00,2016,2,29,22,96.9,172,Unhealthy,109,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/29/2016 23:00,2016,2,29,23,96.2,172,Unhealthy,95,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 0:00,2016,3,1,0,91.6,170,Unhealthy,84,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 1:00,2016,3,1,1,84.8,166,Unhealthy,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 2:00,2016,3,1,2,80.4,164,Unhealthy,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 3:00,2016,3,1,3,76.2,162,Unhealthy,69,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 4:00,2016,3,1,4,69.8,158,Unhealthy,63,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 5:00,2016,3,1,5,70.7,159,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 6:00,2016,3,1,6,74.6,161,Unhealthy,80,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 7:00,2016,3,1,7,84.9,166,Unhealthy,99,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 8:00,2016,3,1,8,80.3,164,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 9:00,2016,3,1,9,59.2,153,Unhealthy,38,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 10:00,2016,3,1,10,53.1,144,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 11:00,2016,3,1,11,48.5,133,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 12:00,2016,3,1,12,48.2,132,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 13:00,2016,3,1,13,49.1,134,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 14:00,2016,3,1,14,51,139,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 15:00,2016,3,1,15,51.5,140,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 16:00,2016,3,1,16,54.2,147,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 17:00,2016,3,1,17,56.6,152,Unhealthy,59,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 18:00,2016,3,1,18,58.8,153,Unhealthy,61,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 19:00,2016,3,1,19,58.3,152,Unhealthy,58,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 20:00,2016,3,1,20,64.1,155,Unhealthy,71,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 21:00,2016,3,1,21,62.1,154,Unhealthy,61,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 22:00,2016,3,1,22,60.5,154,Unhealthy,58,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/1/2016 23:00,2016,3,1,23,58,152,Unhealthy,53,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 0:00,2016,3,2,0,55.2,150,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 1:00,2016,3,2,1,53.6,146,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 2:00,2016,3,2,2,51.6,141,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 3:00,2016,3,2,3,49.4,135,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 4:00,2016,3,2,4,47.6,131,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 5:00,2016,3,2,5,41.9,117,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 6:00,2016,3,2,6,44.3,123,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 7:00,2016,3,2,7,50.4,138,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 8:00,2016,3,2,8,56.4,151,Unhealthy,65,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 9:00,2016,3,2,9,61.3,154,Unhealthy,67,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 10:00,2016,3,2,10,61.1,154,Unhealthy,61,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 11:00,2016,3,2,11,51.6,141,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 12:00,2016,3,2,12,50.4,138,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 13:00,2016,3,2,13,51.6,141,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 14:00,2016,3,2,14,48.2,132,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 15:00,2016,3,2,15,49.4,135,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 16:00,2016,3,2,16,50.5,138,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 17:00,2016,3,2,17,50.7,138,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 18:00,2016,3,2,18,50.8,139,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 19:00,2016,3,2,19,50.1,137,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 20:00,2016,3,2,20,52,142,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 21:00,2016,3,2,21,49,134,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 22:00,2016,3,2,22,47.5,131,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/2/2016 23:00,2016,3,2,23,46.4,128,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 0:00,2016,3,3,0,45.8,126,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 1:00,2016,3,3,1,46,127,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 2:00,2016,3,3,2,45.3,125,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 3:00,2016,3,3,3,44.9,124,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 4:00,2016,3,3,4,45.3,125,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 5:00,2016,3,3,5,44.1,122,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 6:00,2016,3,3,6,44.5,123,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 7:00,2016,3,3,7,44.3,123,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 8:00,2016,3,3,8,44.1,122,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 9:00,2016,3,3,9,43.8,121,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 10:00,2016,3,3,10,44.5,123,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 11:00,2016,3,3,11,46,127,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 12:00,2016,3,3,12,50,137,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 13:00,2016,3,3,13,62,154,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 14:00,2016,3,3,14,72.7,160,Unhealthy,82,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 15:00,2016,3,3,15,75.8,161,Unhealthy,79,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 16:00,2016,3,3,16,70.9,159,Unhealthy,66,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 17:00,2016,3,3,17,74.3,161,Unhealthy,78,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 18:00,2016,3,3,18,78.1,163,Unhealthy,82,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 19:00,2016,3,3,19,85.1,166,Unhealthy,92,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 20:00,2016,3,3,20,74,161,Unhealthy,63,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 21:00,2016,3,3,21,64.6,156,Unhealthy,54,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 22:00,2016,3,3,22,61.6,154,Unhealthy,57,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/3/2016 23:00,2016,3,3,23,59.7,153,Unhealthy,56,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 0:00,2016,3,4,0,58.2,152,Unhealthy,56,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 1:00,2016,3,4,1,57.2,152,Unhealthy,56,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 2:00,2016,3,4,2,54.8,149,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 3:00,2016,3,4,3,49.1,134,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 4:00,2016,3,4,4,41.5,116,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 5:00,2016,3,4,5,40.7,114,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 6:00,2016,3,4,6,42.3,118,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 7:00,2016,3,4,7,45,124,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 8:00,2016,3,4,8,46.1,127,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 9:00,2016,3,4,9,45.6,126,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 10:00,2016,3,4,10,45.6,126,Unhealthy for Sensitive Groups,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,3/4/2016 11:00,2016,3,4,11,63.2,155,Unhealthy,72,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 12:00,2016,3,4,12,69.4,158,Unhealthy,74,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 13:00,2016,3,4,13,68.1,158,Unhealthy,67,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 14:00,2016,3,4,14,63.9,155,Unhealthy,60,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 15:00,2016,3,4,15,61.4,154,Unhealthy,59,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 16:00,2016,3,4,16,66.9,157,Unhealthy,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 17:00,2016,3,4,17,65,156,Unhealthy,63,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 18:00,2016,3,4,18,67,157,Unhealthy,70,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 19:00,2016,3,4,19,78.1,163,Unhealthy,89,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 20:00,2016,3,4,20,86.6,167,Unhealthy,95,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 21:00,2016,3,4,21,79.1,163,Unhealthy,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 22:00,2016,3,4,22,78.3,163,Unhealthy,77,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/4/2016 23:00,2016,3,4,23,78.9,163,Unhealthy,80,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/5/2016 0:00,2016,3,5,0,75.1,161,Unhealthy,69,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/5/2016 1:00,2016,3,5,1,73.6,160,Unhealthy,71,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/5/2016 2:00,2016,3,5,2,64.8,156,Unhealthy,54,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/5/2016 3:00,2016,3,5,3,53.1,144,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/5/2016 4:00,2016,3,5,4,47,129,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,3/5/2016 5:00,2016,3,5,5,43.5,121,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
