Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast,AQI,AQI_Category,RawConc,ConcUnit,Duration,QC_Name
Kolkata,PM2.5 - Principal,1/1/2016 22:00,2016,1,1,22,511.9,508,Hazardous,576,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/1/2016 23:00,2016,1,1,23,555.5,536,Hazardous,599,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 0:00,2016,1,2,0,483.7,489,Hazardous,412,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 1:00,2016,1,2,1,418.9,446,Hazardous,354,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 2:00,2016,1,2,2,413.4,443,Hazardous,408,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 3:00,2016,1,2,3,368.2,413,Hazardous,323,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 4:00,2016,1,2,4,288.6,339,Hazardous,209,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 5:00,2016,1,2,5,255.8,306,Hazardous,223,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 6:00,2016,1,2,6,285.9,336,Hazardous,316,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 7:00,2016,1,2,7,366.4,412,Hazardous,447,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 8:00,2016,1,2,8,428.2,452,Hazardous,490,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 9:00,2016,1,2,9,434.1,456,Hazardous,440,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 10:00,2016,1,2,10,410.5,441,Hazardous,387,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 11:00,2016,1,2,11,361.7,408,Hazardous,313,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 12:00,2016,1,2,12,300.3,350,Hazardous,239,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 13:00,2016,1,2,13,252.6,303,Hazardous,205,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 14:00,2016,1,2,14,221.3,271,Very Unhealthy,190,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 15:00,2016,1,2,15,206.6,257,Very Unhealthy,192,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 16:00,2016,1,2,16,197.8,248,Very Unhealthy,189,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 17:00,2016,1,2,17,204.4,254,Very Unhealthy,211,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 18:00,2016,1,2,18,219.1,269,Very Unhealthy,234,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 19:00,2016,1,2,19,261.5,312,Hazardous,304,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 20:00,2016,1,2,20,320.2,370,Hazardous,379,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 21:00,2016,1,2,21,375.6,418,Hazardous,431,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 22:00,2016,1,2,22,393.8,430,Hazardous,412,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/2/2016 23:00,2016,1,2,23,412.9,442,Hazardous,432,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 0:00,2016,1,3,0,402.4,435,Hazardous,392,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 1:00,2016,1,3,1,351.7,402,Hazardous,301,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 2:00,2016,1,3,2,389.4,427,Hazardous,427,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 3:00,2016,1,3,3,387.7,426,Hazardous,386,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 4:00,2016,1,3,4,373.3,416,Hazardous,359,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 5:00,2016,1,3,5,385.6,424,Hazardous,399,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 6:00,2016,1,3,6,425.7,451,Hazardous,490,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 7:00,2016,1,3,7,504,502,Hazardous,578,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 8:00,2016,1,3,8,524.6,516,Hazardous,547,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 9:00,2016,1,3,9,532,521,Hazardous,540,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 10:00,2016,1,3,10,422.2,448,Hazardous,303,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 11:00,2016,1,3,11,324.1,374,Hazardous,230,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 12:00,2016,1,3,12,275.5,326,Hazardous,227,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 13:00,2016,1,3,13,261.7,312,Hazardous,248,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 14:00,2016,1,3,14,256.3,307,Hazardous,251,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 15:00,2016,1,3,15,258.6,309,Hazardous,261,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 16:00,2016,1,3,16,248.8,298,Very Unhealthy,239,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 17:00,2016,1,3,17,248.3,298,Very Unhealthy,248,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 18:00,2016,1,3,18,242.1,292,Very Unhealthy,236,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 19:00,2016,1,3,19,252.5,303,Hazardous,263,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 20:00,2016,1,3,20,296.7,347,Hazardous,341,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 21:00,2016,1,3,21,298.5,349,Hazardous,333,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 22:00,2016,1,3,22,303,353,Hazardous,312,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/3/2016 23:00,2016,1,3,23,305.2,355,Hazardous,309,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 0:00,2016,1,4,0,314.2,364,Hazardous,337,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 1:00,2016,1,4,1,331.4,381,Hazardous,359,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 2:00,2016,1,4,2,338.3,388,Hazardous,351,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 3:00,2016,1,4,3,331.5,381,Hazardous,318,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 4:00,2016,1,4,4,327,377,Hazardous,318,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 5:00,2016,1,4,5,317.5,367,Hazardous,299,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 6:00,2016,1,4,6,305.3,355,Hazardous,266,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 7:00,2016,1,4,7,295.6,346,Hazardous,266,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 8:00,2016,1,4,8,284.2,334,Hazardous,260,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 9:00,2016,1,4,9,283.5,334,Hazardous,283,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 10:00,2016,1,4,10,281.2,331,Hazardous,276,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 11:00,2016,1,4,11,269.6,320,Hazardous,248,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 12:00,2016,1,4,12,253,303,Hazardous,229,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 13:00,2016,1,4,13,229.7,279,Very Unhealthy,203,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 14:00,2016,1,4,14,197.1,247,Very Unhealthy,166,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 15:00,2016,1,4,15,186,236,Very Unhealthy,174,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 16:00,2016,1,4,16,178.9,229,Very Unhealthy,167,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 17:00,2016,1,4,17,186.3,236,Very Unhealthy,194,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 18:00,2016,1,4,18,196.9,247,Very Unhealthy,212,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 19:00,2016,1,4,19,219.2,269,Very Unhealthy,251,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 20:00,2016,1,4,20,281.8,332,Hazardous,339,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 21:00,2016,1,4,21,323.9,374,Hazardous,366,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 22:00,2016,1,4,22,319.4,369,Hazardous,315,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/4/2016 23:00,2016,1,4,23,320.2,370,Hazardous,321,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 0:00,2016,1,5,0,293.6,344,Hazardous,267,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 1:00,2016,1,5,1,293.6,344,Hazardous,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/5/2016 2:00,2016,1,5,2,261.8,312,Hazardous,246,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 3:00,2016,1,5,3,249.3,299,Very Unhealthy,240,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 4:00,2016,1,5,4,244.5,294,Very Unhealthy,238,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 5:00,2016,1,5,5,240.7,290,Very Unhealthy,233,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 6:00,2016,1,5,6,253.3,304,Hazardous,269,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 7:00,2016,1,5,7,282,332,Hazardous,330,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 8:00,2016,1,5,8,335.8,386,Hazardous,403,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 9:00,2016,1,5,9,410,440,Hazardous,472,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 10:00,2016,1,5,10,400.5,434,Hazardous,391,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 11:00,2016,1,5,11,377.7,419,Hazardous,355,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 12:00,2016,1,5,12,377.7,419,Hazardous,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/5/2016 13:00,2016,1,5,13,-999,-999,N/A,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/5/2016 14:00,2016,1,5,14,-999,-999,N/A,264,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 15:00,2016,1,5,15,254.2,305,Hazardous,234,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 16:00,2016,1,5,16,239.2,289,Very Unhealthy,227,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 17:00,2016,1,5,17,232.8,283,Very Unhealthy,227,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 18:00,2016,1,5,18,240,290,Very Unhealthy,247,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 19:00,2016,1,5,19,255.7,306,Hazardous,271,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 20:00,2016,1,5,20,257.8,308,Hazardous,260,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 21:00,2016,1,5,21,270.2,321,Hazardous,289,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 22:00,2016,1,5,22,277.9,328,Hazardous,296,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/5/2016 23:00,2016,1,5,23,279.6,330,Hazardous,303,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 0:00,2016,1,6,0,313.8,364,Hazardous,359,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 1:00,2016,1,6,1,339.1,389,Hazardous,374,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 2:00,2016,1,6,2,332.8,383,Hazardous,323,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 3:00,2016,1,6,3,323.9,374,Hazardous,310,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 4:00,2016,1,6,4,325.2,375,Hazardous,327,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 5:00,2016,1,6,5,327.3,377,Hazardous,332,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 6:00,2016,1,6,6,351.2,401,Hazardous,396,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 7:00,2016,1,6,7,355.1,404,Hazardous,362,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 8:00,2016,1,6,8,335.5,385,Hazardous,294,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 9:00,2016,1,6,9,317.6,367,Hazardous,277,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 10:00,2016,1,6,10,260.2,311,Hazardous,210,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 11:00,2016,1,6,11,228.7,278,Very Unhealthy,200,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 12:00,2016,1,6,12,217.4,267,Very Unhealthy,206,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 13:00,2016,1,6,13,211.7,262,Very Unhealthy,206,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 14:00,2016,1,6,14,225.7,276,Very Unhealthy,240,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 15:00,2016,1,6,15,226.3,276,Very Unhealthy,227,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 16:00,2016,1,6,16,229.6,279,Very Unhealthy,233,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 17:00,2016,1,6,17,236.7,286,Very Unhealthy,244,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 18:00,2016,1,6,18,250.1,300,Very Unhealthy,268,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 19:00,2016,1,6,19,265.5,316,Hazardous,304,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 20:00,2016,1,6,20,365.6,411,Hazardous,453,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 21:00,2016,1,6,21,409.3,440,Hazardous,453,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 22:00,2016,1,6,22,455.7,470,Hazardous,502,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/6/2016 23:00,2016,1,6,23,495.8,497,Hazardous,536,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 0:00,2016,1,7,0,519.9,513,Hazardous,544,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 1:00,2016,1,7,1,491.5,494,Hazardous,463,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 2:00,2016,1,7,2,505.7,504,Hazardous,520,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 3:00,2016,1,7,3,505.8,504,Hazardous,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/7/2016 4:00,2016,1,7,4,463.3,475,Hazardous,442,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 5:00,2016,1,7,5,414.5,443,Hazardous,378,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 6:00,2016,1,7,6,396.6,431,Hazardous,369,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 7:00,2016,1,7,7,463.8,476,Hazardous,556,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 8:00,2016,1,7,8,507.6,505,Hazardous,578,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 9:00,2016,1,7,9,555.3,536,Hazardous,616,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 10:00,2016,1,7,10,483.7,489,Hazardous,379,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 11:00,2016,1,7,11,377.3,419,Hazardous,280,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 12:00,2016,1,7,12,352.6,402,Hazardous,328,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 13:00,2016,1,7,13,338.2,388,Hazardous,324,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 14:00,2016,1,7,14,321.1,371,Hazardous,304,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 15:00,2016,1,7,15,312,362,Hazardous,303,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 16:00,2016,1,7,16,299,349,Hazardous,286,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 17:00,2016,1,7,17,290.9,341,Hazardous,283,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 18:00,2016,1,7,18,299.4,349,Hazardous,308,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 19:00,2016,1,7,19,327.2,377,Hazardous,355,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 20:00,2016,1,7,20,338.5,388,Hazardous,350,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 21:00,2016,1,7,21,327.5,377,Hazardous,334,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 22:00,2016,1,7,22,306.7,357,Hazardous,254,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/7/2016 23:00,2016,1,7,23,300.3,350,Hazardous,284,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 0:00,2016,1,8,0,293.9,344,Hazardous,279,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 1:00,2016,1,8,1,287.4,338,Hazardous,272,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 2:00,2016,1,8,2,282,332,Hazardous,269,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 3:00,2016,1,8,3,267.8,318,Hazardous,242,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 4:00,2016,1,8,4,250.6,301,Hazardous,226,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 5:00,2016,1,8,5,234.5,284,Very Unhealthy,214,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 6:00,2016,1,8,6,211.3,261,Very Unhealthy,190,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 7:00,2016,1,8,7,199.2,249,Very Unhealthy,186,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 8:00,2016,1,8,8,174.7,225,Very Unhealthy,152,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 9:00,2016,1,8,9,143.8,197,Unhealthy,113,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 10:00,2016,1,8,10,130.3,190,Unhealthy,117,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 11:00,2016,1,8,11,127.6,188,Unhealthy,125,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 12:00,2016,1,8,12,135.3,192,Unhealthy,143,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 13:00,2016,1,8,13,144.1,197,Unhealthy,153,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 14:00,2016,1,8,14,148.5,199,Unhealthy,153,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 15:00,2016,1,8,15,152.2,203,Very Unhealthy,156,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 16:00,2016,1,8,16,147.6,199,Unhealthy,143,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 17:00,2016,1,8,17,148.4,199,Unhealthy,150,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 18:00,2016,1,8,18,153.7,204,Very Unhealthy,162,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 19:00,2016,1,8,19,162.7,213,Very Unhealthy,179,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 20:00,2016,1,8,20,157.3,208,Very Unhealthy,148,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 21:00,2016,1,8,21,147,198,Unhealthy,128,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 22:00,2016,1,8,22,141.3,195,Unhealthy,126,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/8/2016 23:00,2016,1,8,23,140.2,195,Unhealthy,137,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 0:00,2016,1,9,0,134.9,192,Unhealthy,124,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 1:00,2016,1,9,1,119.3,184,Unhealthy,103,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 2:00,2016,1,9,2,109.7,179,Unhealthy,99,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 3:00,2016,1,9,3,117.4,183,Unhealthy,127,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 4:00,2016,1,9,4,124.8,187,Unhealthy,134,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 5:00,2016,1,9,5,134.2,192,Unhealthy,146,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 6:00,2016,1,9,6,147.5,199,Unhealthy,164,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 7:00,2016,1,9,7,152.6,203,Very Unhealthy,164,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 8:00,2016,1,9,8,181.9,232,Very Unhealthy,207,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 9:00,2016,1,9,9,214,264,Very Unhealthy,246,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 10:00,2016,1,9,10,233.5,283,Very Unhealthy,253,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 11:00,2016,1,9,11,210.7,261,Very Unhealthy,188,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 12:00,2016,1,9,12,187.3,237,Very Unhealthy,164,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/9/2016 13:00,2016,1,9,13,162.6,213,Very Unhealthy,138,UG/M3,1 Hr,Valid
