Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast,AQI,AQI_Category,RawConc,ConcUnit,Duration,QC_Name
Kolkata,PM2.5 - Principal,1/27/2018 2:00,2018,1,27,2,243.1,293,Very Unhealthy,280,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 3:00,2018,1,27,3,246,296,Very Unhealthy,249,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 4:00,2018,1,27,4,217,267,Very Unhealthy,188,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 5:00,2018,1,27,5,183,233,Very Unhealthy,149,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 6:00,2018,1,27,6,158,208,Very Unhealthy,133,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 7:00,2018,1,27,7,148.5,199,Unhealthy,139,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 8:00,2018,1,27,8,150.7,201,Very Unhealthy,153,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 9:00,2018,1,27,9,152.3,203,Very Unhealthy,154,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 10:00,2018,1,27,10,152.1,203,Very Unhealthy,152,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 11:00,2018,1,27,11,154,204,Very Unhealthy,156,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 12:00,2018,1,27,12,139,194,Unhealthy,124,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 13:00,2018,1,27,13,119,184,Unhealthy,99,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 14:00,2018,1,27,14,103.9,176,Unhealthy,89,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 15:00,2018,1,27,15,96.9,172,Unhealthy,90,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 16:00,2018,1,27,16,83.9,166,Unhealthy,71,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 17:00,2018,1,27,17,73.9,161,Unhealthy,64,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 18:00,2018,1,27,18,73.4,160,Unhealthy,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 19:00,2018,1,27,19,94.2,171,Unhealthy,115,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 20:00,2018,1,27,20,104.6,176,Unhealthy,115,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 21:00,2018,1,27,21,117.3,183,Unhealthy,130,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 22:00,2018,1,27,22,125.1,187,Unhealthy,133,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/27/2018 23:00,2018,1,27,23,137.5,193,Unhealthy,150,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 0:00,2018,1,28,0,152.7,203,Very Unhealthy,168,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 1:00,2018,1,28,1,176.4,227,Very Unhealthy,200,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 2:00,2018,1,28,2,176.7,227,Very Unhealthy,177,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 3:00,2018,1,28,3,185.8,236,Very Unhealthy,195,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 4:00,2018,1,28,4,196.4,246,Very Unhealthy,207,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 5:00,2018,1,28,5,220.7,271,Very Unhealthy,245,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 6:00,2018,1,28,6,232.8,283,Very Unhealthy,245,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 7:00,2018,1,28,7,239.9,290,Very Unhealthy,247,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 8:00,2018,1,28,8,255,305,Hazardous,270,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 9:00,2018,1,28,9,271.5,322,Hazardous,288,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 10:00,2018,1,28,10,238,288,Very Unhealthy,203,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 11:00,2018,1,28,11,207.7,258,Very Unhealthy,165,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 12:00,2018,1,28,12,167,217,Very Unhealthy,133,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 13:00,2018,1,28,13,151,201,Very Unhealthy,135,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 14:00,2018,1,28,14,126.5,188,Unhealthy,102,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 15:00,2018,1,28,15,101.7,175,Unhealthy,77,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 16:00,2018,1,28,16,88.3,168,Unhealthy,75,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 17:00,2018,1,28,17,81.6,164,Unhealthy,75,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 18:00,2018,1,28,18,81.8,165,Unhealthy,82,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 19:00,2018,1,28,19,90.8,169,Unhealthy,100,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 20:00,2018,1,28,20,137.4,193,Unhealthy,184,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 21:00,2018,1,28,21,173.2,223,Very Unhealthy,209,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 22:00,2018,1,28,22,190.6,241,Very Unhealthy,208,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/28/2018 23:00,2018,1,28,23,185.3,235,Very Unhealthy,180,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 0:00,2018,1,29,0,163.6,214,Very Unhealthy,142,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 1:00,2018,1,29,1,142.8,196,Unhealthy,122,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 2:00,2018,1,29,2,129.9,189,Unhealthy,117,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 3:00,2018,1,29,3,128.9,189,Unhealthy,128,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 4:00,2018,1,29,4,140.9,195,Unhealthy,153,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 5:00,2018,1,29,5,149.5,200,Unhealthy,158,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 6:00,2018,1,29,6,163.7,214,Very Unhealthy,178,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 7:00,2018,1,29,7,169.6,220,Very Unhealthy,180,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 8:00,2018,1,29,8,193.1,243,Very Unhealthy,219,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 9:00,2018,1,29,9,215.7,266,Very Unhealthy,236,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 10:00,2018,1,29,10,221.3,271,Very Unhealthy,227,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 11:00,2018,1,29,11,189.1,239,Very Unhealthy,157,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 12:00,2018,1,29,12,158.5,209,Very Unhealthy,128,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 13:00,2018,1,29,13,126.2,188,Unhealthy,94,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 14:00,2018,1,29,14,101.6,175,Unhealthy,77,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 15:00,2018,1,29,15,101.6,175,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/29/2018 16:00,2018,1,29,16,85.8,167,Unhealthy,78,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 17:00,2018,1,29,17,80.7,164,Unhealthy,77,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 18:00,2018,1,29,18,83.5,165,Unhealthy,86,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 19:00,2018,1,29,19,91.5,170,Unhealthy,99,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 20:00,2018,1,29,20,110.5,179,Unhealthy,129,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 21:00,2018,1,29,21,146,198,Unhealthy,181,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 22:00,2018,1,29,22,195.2,245,Very Unhealthy,244,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/29/2018 23:00,2018,1,29,23,236.2,286,Very Unhealthy,277,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 0:00,2018,1,30,0,206,256,Very Unhealthy,176,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 1:00,2018,1,30,1,186.5,237,Very Unhealthy,167,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 2:00,2018,1,30,2,173.7,224,Very Unhealthy,161,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 3:00,2018,1,30,3,167.3,218,Very Unhealthy,161,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 4:00,2018,1,30,4,170.7,221,Very Unhealthy,174,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 5:00,2018,1,30,5,157.8,208,Very Unhealthy,145,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 6:00,2018,1,30,6,157.9,208,Very Unhealthy,158,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 7:00,2018,1,30,7,189.9,240,Very Unhealthy,222,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 8:00,2018,1,30,8,222.7,273,Very Unhealthy,260,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 9:00,2018,1,30,9,260.5,311,Hazardous,296,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 10:00,2018,1,30,10,259.7,310,Hazardous,259,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 11:00,2018,1,30,11,211.3,261,Very Unhealthy,163,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 12:00,2018,1,30,12,166.6,217,Very Unhealthy,122,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 13:00,2018,1,30,13,137.3,193,Unhealthy,108,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 14:00,2018,1,30,14,120.6,185,Unhealthy,104,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 15:00,2018,1,30,15,111.3,180,Unhealthy,102,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 16:00,2018,1,30,16,103.1,176,Unhealthy,95,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 17:00,2018,1,30,17,100,174,Unhealthy,97,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 18:00,2018,1,30,18,92,170,Unhealthy,84,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 19:00,2018,1,30,19,102.4,175,Unhealthy,113,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 20:00,2018,1,30,20,120.2,184,Unhealthy,138,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 21:00,2018,1,30,21,132,190,Unhealthy,144,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 22:00,2018,1,30,22,124.4,187,Unhealthy,117,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/30/2018 23:00,2018,1,30,23,129.5,189,Unhealthy,138,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 0:00,2018,1,31,0,133,191,Unhealthy,138,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 1:00,2018,1,31,1,135.1,192,Unhealthy,138,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 2:00,2018,1,31,2,130.5,190,Unhealthy,124,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 3:00,2018,1,31,3,126.9,188,Unhealthy,122,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 4:00,2018,1,31,4,133.6,191,Unhealthy,143,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 5:00,2018,1,31,5,143.1,196,Unhealthy,154,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 6:00,2018,1,31,6,141.7,196,Unhealthy,150,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 7:00,2018,1,31,7,145.3,197,Unhealthy,156,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 8:00,2018,1,31,8,158.4,209,Very Unhealthy,178,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 9:00,2018,1,31,9,167.8,218,Very Unhealthy,183,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 10:00,2018,1,31,10,166.6,217,Very Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/31/2018 11:00,2018,1,31,11,164.2,215,Very Unhealthy,161,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 12:00,2018,1,31,12,135.4,192,Unhealthy,105,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 13:00,2018,1,31,13,103.7,176,Unhealthy,80,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 14:00,2018,1,31,14,87.8,168,Unhealthy,73,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 15:00,2018,1,31,15,81.3,164,Unhealthy,75,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 16:00,2018,1,31,16,82.1,165,Unhealthy,83,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 17:00,2018,1,31,17,78.5,163,Unhealthy,75,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 18:00,2018,1,31,18,81.7,165,Unhealthy,85,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 19:00,2018,1,31,19,81.7,165,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,1/31/2018 20:00,2018,1,31,20,120.6,185,Unhealthy,140,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 21:00,2018,1,31,21,151.6,202,Very Unhealthy,175,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 22:00,2018,1,31,22,174.2,224,Very Unhealthy,194,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,1/31/2018 23:00,2018,1,31,23,177.7,228,Very Unhealthy,181,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 0:00,2018,2,1,0,181.4,232,Very Unhealthy,185,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 1:00,2018,2,1,1,181.7,232,Very Unhealthy,182,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 2:00,2018,2,1,2,206.4,256,Very Unhealthy,231,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 3:00,2018,2,1,3,237.3,287,Very Unhealthy,268,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 4:00,2018,2,1,4,251.6,302,Hazardous,266,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 5:00,2018,2,1,5,260.3,311,Hazardous,269,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 6:00,2018,2,1,6,274.7,325,Hazardous,289,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 7:00,2018,2,1,7,300.8,351,Hazardous,327,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 8:00,2018,2,1,8,297.5,348,Hazardous,297,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 9:00,2018,2,1,9,314.1,364,Hazardous,334,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 10:00,2018,2,1,10,323.8,374,Hazardous,335,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 11:00,2018,2,1,11,284,334,Hazardous,237,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 12:00,2018,2,1,12,221.1,271,Very Unhealthy,161,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 13:00,2018,2,1,13,176,226,Very Unhealthy,131,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 14:00,2018,2,1,14,142.5,196,Unhealthy,109,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 15:00,2018,2,1,15,129.2,189,Unhealthy,116,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 16:00,2018,2,1,16,138.6,194,Unhealthy,148,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 17:00,2018,2,1,17,135.7,192,Unhealthy,133,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 18:00,2018,2,1,18,134.3,192,Unhealthy,133,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 19:00,2018,2,1,19,149.6,200,Unhealthy,165,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 20:00,2018,2,1,20,167.8,218,Very Unhealthy,186,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 21:00,2018,2,1,21,191.3,241,Very Unhealthy,215,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 22:00,2018,2,1,22,241.6,291,Very Unhealthy,292,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/1/2018 23:00,2018,2,1,23,300.8,351,Hazardous,360,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 0:00,2018,2,2,0,289.4,340,Hazardous,278,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 1:00,2018,2,2,1,311.2,361,Hazardous,333,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 2:00,2018,2,2,2,316.1,366,Hazardous,321,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 3:00,2018,2,2,3,267,317,Hazardous,218,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 4:00,2018,2,2,4,250.5,301,Hazardous,234,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 5:00,2018,2,2,5,235.2,285,Very Unhealthy,220,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 6:00,2018,2,2,6,219.6,269,Very Unhealthy,204,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 7:00,2018,2,2,7,213.6,264,Very Unhealthy,206,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 8:00,2018,2,2,8,221.4,271,Very Unhealthy,228,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 9:00,2018,2,2,9,237.7,287,Very Unhealthy,259,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 10:00,2018,2,2,10,246.9,297,Very Unhealthy,259,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 11:00,2018,2,2,11,236.2,286,Very Unhealthy,222,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 12:00,2018,2,2,12,236.1,286,Very Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/2/2018 13:00,2018,2,2,13,167.8,218,Very Unhealthy,134,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 14:00,2018,2,2,14,143.9,197,Unhealthy,126,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 15:00,2018,2,2,15,132.7,191,Unhealthy,123,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 16:00,2018,2,2,16,136.4,193,Unhealthy,140,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 17:00,2018,2,2,17,151.4,202,Very Unhealthy,166,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 18:00,2018,2,2,18,169.8,220,Very Unhealthy,188,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 19:00,2018,2,2,19,172.4,223,Very Unhealthy,175,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 20:00,2018,2,2,20,180.7,231,Very Unhealthy,189,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 21:00,2018,2,2,21,222.4,272,Very Unhealthy,264,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 22:00,2018,2,2,22,250.7,301,Hazardous,279,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/2/2018 23:00,2018,2,2,23,314.8,365,Hazardous,379,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 0:00,2018,2,3,0,323.9,374,Hazardous,333,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 1:00,2018,2,3,1,287.4,338,Hazardous,251,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 2:00,2018,2,3,2,242.7,292,Very Unhealthy,198,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 3:00,2018,2,3,3,217.3,267,Very Unhealthy,192,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 4:00,2018,2,3,4,202.1,252,Very Unhealthy,187,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 5:00,2018,2,3,5,214.1,264,Very Unhealthy,226,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 6:00,2018,2,3,6,262.5,313,Hazardous,311,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 7:00,2018,2,3,7,283.2,333,Hazardous,304,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 8:00,2018,2,3,8,296.1,346,Hazardous,309,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 9:00,2018,2,3,9,303,353,Hazardous,310,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 10:00,2018,2,3,10,276,326,Hazardous,249,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 11:00,2018,2,3,11,211.4,261,Very Unhealthy,147,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 12:00,2018,2,3,12,167.7,218,Very Unhealthy,124,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 13:00,2018,2,3,13,143.8,197,Unhealthy,120,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 14:00,2018,2,3,14,127.4,188,Unhealthy,111,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 15:00,2018,2,3,15,111.6,180,Unhealthy,96,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 16:00,2018,2,3,16,100.8,174,Unhealthy,90,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 17:00,2018,2,3,17,93.4,171,Unhealthy,86,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 18:00,2018,2,3,18,94.1,171,Unhealthy,95,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 19:00,2018,2,3,19,100.5,174,Unhealthy,107,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 20:00,2018,2,3,20,107.2,178,Unhealthy,114,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 21:00,2018,2,3,21,114.6,182,Unhealthy,122,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 22:00,2018,2,3,22,118.9,184,Unhealthy,128,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/3/2018 23:00,2018,2,3,23,114.7,182,Unhealthy,112,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 0:00,2018,2,4,0,111.5,180,Unhealthy,105,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 1:00,2018,2,4,1,111.4,180,Unhealthy,-999,UG/M3,1 Hr,Missing
Kolkata,PM2.5 - Principal,2/4/2018 2:00,2018,2,4,2,112.5,180,Unhealthy,114,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 3:00,2018,2,4,3,110,179,Unhealthy,106,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 4:00,2018,2,4,4,108.9,179,Unhealthy,107,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 5:00,2018,2,4,5,106.6,177,Unhealthy,99,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 6:00,2018,2,4,6,97,172,Unhealthy,83,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 7:00,2018,2,4,7,89.3,168,Unhealthy,79,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 8:00,2018,2,4,8,89.5,169,Unhealthy,90,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 9:00,2018,2,4,9,90.4,169,Unhealthy,92,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 10:00,2018,2,4,10,88.3,168,Unhealthy,82,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 11:00,2018,2,4,11,80.4,164,Unhealthy,70,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2/4/2018 12:00,2018,2,4,12,76.7,162,Unhealthy,71,UG/M3,1 Hr,Valid
