date,time,temp_celsius,spcond_msPERcm,ph,do_mgPerL,do_Percent,turbidity_fnu,chlorophyll_rfu,phycocyanin_rfu,sysbattery_volts
6/5/2017,15:30:00,17.57,1.06,7.42,8.79,92.29,6.25,5.63,0.86,12.81
6/5/2017,15:45:00,17.54,1.06,7.43,8.79,92.2,6.34,6.56,0.88,12.6
6/5/2017,16:00:00,17.52,1.06,7.43,8.75,91.75,6.36,5.18,0.82,12.68
6/5/2017,16:15:00,17.51,1.06,7.44,8.75,91.78,6.74,6.76,0.85,12.59
6/5/2017,16:30:00,17.48,1.06,7.45,8.79,92.1,6.45,6.58,0.91,12.57
6/5/2017,16:45:00,17.45,1.06,7.46,8.84,92.66,6.2,6.22,0.87,12.52
6/5/2017,17:00:00,17.42,1.06,7.46,8.9,93.14,6.22,6.31,0.84,12.55
6/5/2017,17:15:00,17.37,1.06,7.46,8.91,93.17,6.25,6.25,0.81,12.57
6/5/2017,17:30:00,17.32,1.06,7.45,8.86,92.6,6.09,5.88,0.83,12.54
6/5/2017,17:45:00,17.31,1.06,7.44,8.82,92.09,6.21,5.76,0.81,12.54
6/5/2017,18:00:00,17.3,1.06,7.45,8.8,91.91,6.08,5.84,0.86,12.53
6/5/2017,18:15:00,17.28,1.06,7.46,8.82,92.05,6.37,6,0.85,12.55
6/5/2017,18:30:00,17.27,1.06,7.46,8.82,92.03,6.53,5.82,0.86,12.61
6/5/2017,18:45:00,17.23,1.06,7.46,8.8,91.8,6.09,6.26,0.84,12.59
6/5/2017,19:00:00,17.22,1.06,7.47,8.81,91.89,6.49,6.2,0.84,12.51
6/5/2017,19:15:00,17.2,1.06,7.48,8.79,91.64,6.55,5.95,0.86,12.51
6/5/2017,19:30:00,17.19,1.06,7.48,8.76,91.27,6.6,7.95,0.87,12.51
6/5/2017,19:45:00,17.18,1.06,7.48,8.74,91.09,6.58,6.17,0.89,12.55
6/5/2017,20:00:00,17.15,1.06,7.49,8.74,91.05,6.92,6.76,0.87,12.54
6/5/2017,20:15:00,17.12,1.06,7.5,8.74,90.95,6.86,6.4,0.96,12.51
6/5/2017,20:30:00,17.12,1.06,7.49,8.69,90.38,6.65,6.46,0.96,12.52
6/5/2017,20:45:00,17.06,1.06,7.48,8.66,90,6.73,6.55,0.92,12.57
6/5/2017,21:00:00,17.04,1.06,7.48,8.59,89.23,6.83,6.83,0.95,12.59
6/5/2017,21:15:00,17.02,1.06,7.46,8.57,89,6.61,5.77,0.92,12.58
6/5/2017,21:30:00,17.01,1.06,7.48,8.61,89.41,7.05,6.57,0.96,12.54
6/5/2017,21:45:00,16.98,1.06,7.47,8.57,88.88,7.64,6.3,0.94,12.61
6/5/2017,22:00:00,16.95,1.06,7.46,8.51,88.26,7.49,6.23,0.96,12.48
6/5/2017,22:15:00,16.91,1.06,7.43,8.39,86.96,7.32,6.1,0.85,12.59
6/5/2017,22:30:00,16.86,1.07,7.39,8.24,85.27,6.55,5.39,0.82,12.57
6/5/2017,22:45:00,16.84,1.07,7.39,8.28,85.67,6.52,4.95,0.79,12.5
6/5/2017,23:00:00,16.8,1.07,7.38,8.23,85.04,6.26,5.46,0.75,12.52
6/5/2017,23:15:00,16.78,1.07,7.4,8.28,85.58,7.13,5.4,0.82,12.57
6/5/2017,23:30:00,16.75,1.06,7.41,8.28,85.53,6.74,5.36,0.84,12.54
6/5/2017,23:45:00,16.72,1.07,7.39,8.21,84.7,6.08,5.36,0.82,12.5
6/6/2017,0:00:00,16.7,1.07,7.4,8.26,85.22,6.42,5.2,0.83,12.48
6/6/2017,0:15:00,16.68,1.06,7.42,8.3,85.54,6.99,5.96,0.84,12.49
6/6/2017,0:30:00,16.68,1.06,7.43,8.32,85.76,7.86,5.76,0.95,12.5
6/6/2017,0:45:00,16.63,1.06,7.44,8.36,86.14,7.97,5.9,0.89,12.5
6/6/2017,1:00:00,16.62,1.06,7.44,8.33,85.73,8.37,5.94,0.89,12.48
6/6/2017,1:15:00,16.58,1.06,7.44,8.34,85.78,7.73,5.67,0.86,12.45
6/6/2017,1:30:00,16.56,1.06,7.43,8.29,85.3,7.3,5.47,0.85,12.53
6/6/2017,1:45:00,16.55,1.06,7.41,8.24,84.69,7.56,5.47,0.88,12.47
6/6/2017,2:00:00,16.53,1.06,7.37,8.06,82.79,7.2,4.71,0.78,12.52
6/6/2017,2:15:00,16.49,1.06,7.37,8.04,82.57,6.96,4.68,0.76,12.52
6/6/2017,2:30:00,16.46,1.06,7.36,8.02,82.33,7.01,4.57,0.72,12.51
6/6/2017,2:45:00,16.44,1.06,7.35,7.96,81.63,6.33,4.5,0.72,12.46
6/6/2017,3:00:00,16.42,1.06,7.35,7.96,81.6,6.73,4.52,0.74,12.46
6/6/2017,3:15:00,16.41,1.06,7.35,7.93,81.33,7.15,4.51,0.74,12.5
6/6/2017,3:30:00,16.38,1.06,7.34,7.92,81.17,7.46,4.41,0.7,12.49
6/6/2017,3:45:00,16.34,1.06,7.34,7.89,80.79,6.63,4.62,0.74,12.47
6/6/2017,4:00:00,16.3,1.06,7.35,7.95,81.34,7.32,4.19,0.7,12.5
6/6/2017,4:15:00,16.26,1.06,7.39,8.09,82.71,7.74,4.87,0.75,12.46
6/6/2017,4:30:00,16.21,1.06,7.39,8.1,82.66,7.68,4.93,0.79,12.46
6/6/2017,4:45:00,16.17,1.06,7.42,8.16,83.21,7.7,5.06,0.83,12.55
6/6/2017,5:00:00,16.14,1.06,7.42,8.16,83.12,7.41,5.31,0.82,12.46
6/6/2017,5:15:00,16.11,1.06,7.42,8.14,82.95,7.28,5.25,0.83,12.51
6/6/2017,5:30:00,16.07,1.06,7.42,8.15,82.94,7.53,5.17,0.74,12.5
6/6/2017,5:45:00,16.04,1.06,7.41,8.12,82.65,7.4,4.83,0.8,12.55
6/6/2017,6:00:00,16.02,1.06,7.42,8.13,82.63,7.64,4.98,0.8,12.52
6/6/2017,6:15:00,16,1.06,7.41,8.1,82.28,7.77,4.94,0.75,12.57
6/6/2017,6:30:00,15.97,1.06,7.41,8.11,82.4,6.87,5.06,0.72,12.57
6/6/2017,6:45:00,15.93,1.06,7.41,8.12,82.44,7,4.58,0.73,12.53
6/6/2017,7:00:00,15.92,1.06,7.41,8.1,82.17,7.02,5.07,0.75,12.47
6/6/2017,7:15:00,15.89,1.06,7.41,8.11,82.23,6.84,4.52,0.75,12.55
6/6/2017,7:30:00,15.86,1.06,7.41,8.12,82.24,6.07,4.4,0.72,12.57
6/6/2017,7:45:00,15.86,1.06,7.41,8.12,82.24,6.42,4.51,0.71,12.52
6/6/2017,8:00:00,15.83,1.06,7.42,8.15,82.51,6.65,4.38,0.72,12.54
6/6/2017,8:15:00,15.82,1.06,7.41,8.14,82.46,6.79,4.3,0.71,12.5
6/6/2017,8:30:00,15.79,1.06,7.42,8.18,82.81,7.05,4.07,0.65,12.57
6/6/2017,8:45:00,15.78,1.06,7.42,8.17,82.69,6.95,4.63,0.74,12.55
6/6/2017,9:00:00,15.75,1.06,7.43,8.23,83.24,6.65,4.68,0.74,12.5
6/6/2017,9:15:00,15.73,1.06,7.43,8.27,83.53,6.9,4.49,0.75,12.57
6/6/2017,9:30:00,15.72,1.06,7.43,8.28,83.7,6.53,4.31,0.71,12.67
6/6/2017,9:45:00,15.68,1.06,7.44,8.32,83.98,6.76,4.51,0.75,12.6
6/6/2017,10:00:00,15.67,1.06,7.44,8.29,83.62,6.85,4.53,0.72,12.58
6/6/2017,10:15:00,15.66,1.05,7.42,8.22,82.94,6.61,4.37,0.72,12.57
6/6/2017,10:30:00,15.65,1.05,7.41,8.16,82.3,6.26,4.08,0.63,12.52
6/6/2017,10:45:00,15.64,1.05,7.4,8.14,82.12,5.97,3.97,0.65,12.68
6/6/2017,11:00:00,15.62,1.05,7.4,8.16,82.26,6.06,4.21,0.66,12.58
6/6/2017,11:15:00,15.6,1.05,7.4,8.17,82.29,5.99,4.12,0.69,12.57
6/6/2017,11:30:00,15.6,1.05,7.4,8.16,82.25,6.13,3.81,0.66,12.7
6/6/2017,11:45:00,15.59,1.04,7.4,8.17,82.34,6.76,3.99,0.65,12.62
6/6/2017,12:00:00,15.57,1.04,7.4,8.18,82.38,5.81,4.06,0.66,12.58
6/6/2017,12:15:00,15.57,1.04,7.4,8.17,82.29,6.25,3.9,0.65,12.54
6/6/2017,12:30:00,15.56,1.04,7.4,8.18,82.39,6.22,3.82,0.62,12.59
6/6/2017,12:45:00,15.56,1.04,7.4,8.17,82.27,6.36,3.38,0.63,12.57
6/6/2017,13:00:00,15.55,1.04,7.4,8.18,82.35,6.24,4.72,0.69,12.57
6/6/2017,13:15:00,15.53,1.04,7.41,8.2,82.55,6.64,4.65,0.68,12.71
6/6/2017,13:30:00,15.51,1.04,7.42,8.28,83.31,6.28,4.09,0.63,12.85
6/6/2017,13:45:00,15.5,1.04,7.42,8.32,83.66,6.38,4.27,0.68,12.89
6/6/2017,14:00:00,15.5,1.04,7.43,8.35,83.97,6.19,4.27,0.69,12.83
6/6/2017,14:15:00,15.49,1.04,7.42,8.36,84.06,5.83,4.3,0.66,12.95
6/6/2017,14:30:00,15.49,1.04,7.43,8.37,84.18,6.15,4.17,0.67,12.91
6/6/2017,14:45:00,15.48,1.03,7.42,8.37,84.15,5.62,4.23,0.63,12.83
6/6/2017,15:00:00,15.48,1.03,7.42,8.34,83.78,6.12,4.21,0.66,12.74
6/6/2017,15:15:00,15.43,1.04,7.45,8.5,85.37,5.65,4.55,0.72,12.63
6/6/2017,15:30:00,15.38,1.04,7.47,8.6,86.29,6.41,4.64,0.74,12.62
6/6/2017,15:45:00,15.32,1.04,7.5,8.72,87.34,6.21,5.56,0.72,12.58
6/6/2017,16:00:00,15.28,1.04,7.54,8.86,88.7,6.15,5.53,0.84,12.69
6/6/2017,16:15:00,15.27,1.04,7.58,9.01,90.17,6.52,5.66,0.85,12.55
6/6/2017,16:30:00,15.24,1.04,7.59,9.03,90.33,6.89,6.27,0.96,12.52
6/6/2017,16:45:00,15.17,1.03,7.6,9.07,90.59,6.84,5.81,0.86,12.51
6/6/2017,17:00:00,15.04,1.01,7.59,9.16,91.24,6.94,5.19,0.84,12.49
6/6/2017,17:15:00,14.96,1.01,7.6,9.24,91.85,6.29,5.58,0.92,12.46
6/6/2017,17:30:00,14.87,0.99,7.57,9.21,91.38,6,4.97,0.81,12.46
6/6/2017,17:45:00,14.86,0.98,7.51,9.04,89.62,6.23,4.8,0.77,12.52
6/6/2017,18:00:00,14.84,0.98,7.51,8.99,89.16,5.66,5.25,0.77,12.46
6/6/2017,18:15:00,14.83,0.97,7.49,8.94,88.55,6.19,4.89,0.77,12.46
6/6/2017,18:30:00,14.83,0.97,7.48,8.86,87.8,6.26,5.62,1.02,12.46
6/6/2017,18:45:00,14.83,0.97,7.46,8.77,86.92,5.79,5.43,1.09,12.44
6/6/2017,19:00:00,14.81,0.97,7.46,8.72,86.41,6.36,4.94,0.9,12.45
6/6/2017,19:15:00,14.81,0.97,7.45,8.66,85.74,6.13,5.34,0.88,12.45
6/6/2017,19:30:00,14.81,0.97,7.45,8.66,85.76,5.82,4.98,1.01,12.46
6/6/2017,19:45:00,14.81,0.97,7.45,8.64,85.6,6.87,5.51,0.93,12.46
6/6/2017,20:00:00,14.8,0.96,7.41,8.47,83.88,6.12,5.46,1.02,12.46
6/6/2017,20:15:00,14.79,0.96,7.41,8.42,83.35,5.78,5.4,0.85,12.45
6/6/2017,20:30:00,14.79,0.96,7.39,8.33,82.45,5.43,4.87,0.78,12.45
6/6/2017,20:45:00,14.79,0.95,7.38,8.27,81.83,6.03,5.61,0.72,12.43
6/6/2017,21:00:00,14.8,0.95,7.35,8.15,80.65,6,4.8,0.86,12.53
6/6/2017,21:15:00,14.8,0.94,7.34,8.06,79.81,5.4,4.78,0.81,12.43
6/6/2017,21:30:00,14.78,0.94,7.33,8.04,79.57,5.53,4.22,0.73,12.39
6/6/2017,21:45:00,14.76,0.94,7.33,8.01,79.27,5.31,4.12,0.68,12.43
6/6/2017,22:00:00,14.76,0.94,7.34,8.07,79.88,6.65,4.88,0.79,12.4
6/6/2017,22:15:00,14.76,0.95,7.36,8.09,80.06,7.51,5.19,0.97,12.43
6/6/2017,22:30:00,14.72,0.94,7.34,8.03,79.42,6.18,4.83,0.75,12.45
6/6/2017,22:45:00,14.72,0.94,7.34,8.04,79.43,5.89,4.55,1.01,12.43
6/6/2017,23:00:00,14.71,0.94,7.34,8.03,79.34,5.88,4.3,0.69,12.41
6/6/2017,23:15:00,14.68,0.94,7.33,8.02,79.2,5.61,4.42,0.71,12.43
6/6/2017,23:30:00,14.66,0.94,7.34,8.02,79.18,5.74,4.36,0.88,12.41
6/6/2017,23:45:00,14.66,0.94,7.33,7.99,78.89,5.45,4.36,0.87,12.44
6/7/2017,0:00:00,14.63,0.93,7.32,7.95,78.47,5.86,4.14,0.69,12.43
6/7/2017,0:15:00,14.64,0.94,7.32,7.94,78.32,6.04,4.22,0.75,12.41
6/7/2017,0:30:00,14.61,0.93,7.32,7.91,77.98,5.53,4.18,0.68,12.5
6/7/2017,0:45:00,14.6,0.93,7.31,7.88,77.64,4.71,3.92,0.87,12.43
6/7/2017,1:00:00,14.6,0.92,7.3,7.83,77.14,5.5,3.61,0.72,12.44
6/7/2017,1:15:00,14.6,0.92,7.3,7.81,77.01,5.36,3.8,0.64,12.41
6/7/2017,1:30:00,14.6,0.92,7.3,7.79,76.84,5.53,3.77,0.63,12.4
6/7/2017,1:45:00,14.59,0.92,7.29,7.76,76.5,5.33,3.81,0.81,12.47
6/7/2017,2:00:00,14.58,0.91,7.27,7.68,75.66,5.83,3.95,0.64,12.45
6/7/2017,2:15:00,14.58,0.91,7.27,7.64,75.3,4.97,4,0.78,12.44
6/7/2017,2:30:00,14.58,0.91,7.26,7.58,74.7,5.76,4.17,0.67,12.4
6/7/2017,2:45:00,14.58,0.91,7.26,7.58,74.65,5.58,3.67,0.71,12.41
6/7/2017,3:00:00,14.56,0.9,7.24,7.51,73.98,5.5,3.36,0.69,12.39
6/7/2017,3:15:00,14.56,0.89,7.24,7.46,73.42,5.45,3.32,0.59,12.44
6/7/2017,3:30:00,14.55,0.89,7.23,7.42,73.06,5.72,3.01,0.58,12.43
6/7/2017,3:45:00,14.53,0.88,7.22,7.37,72.55,5.36,2.97,0.74,12.41
6/7/2017,4:00:00,14.52,0.88,7.21,7.3,71.82,6.05,2.83,0.73,12.43
6/7/2017,4:15:00,14.5,0.87,7.2,7.22,71.06,5.15,2.89,0.57,12.45
6/7/2017,4:30:00,14.5,0.86,7.19,7.15,70.35,6.14,2.7,0.72,12.39
6/7/2017,4:45:00,14.48,0.86,7.18,7.13,70.12,4.92,2.57,0.56,12.37
6/7/2017,5:00:00,14.5,0.86,7.18,7.11,69.96,5.06,2.69,0.47,12.45
6/7/2017,5:15:00,14.37,0.83,7.17,7.1,69.65,4.97,2.3,0.46,12.39
6/7/2017,5:30:00,14.39,0.83,7.16,7.04,69.11,5.15,2.27,0.41,12.4
6/7/2017,5:45:00,14.25,0.8,7.14,6.98,68.26,5.13,1.95,0.37,12.46
6/7/2017,6:00:00,14.11,0.77,7.13,6.98,68.02,5.01,1.53,0.3,12.41
6/7/2017,6:15:00,14.12,0.77,7.12,7.01,68.34,5.06,1.49,0.28,12.44
6/7/2017,6:30:00,14.14,0.77,7.12,7,68.31,5.28,1.55,0.31,12.45
6/7/2017,6:45:00,14.16,0.77,7.12,7,68.34,5.33,1.54,0.31,12.46
6/7/2017,7:00:00,14.17,0.77,7.12,7.02,68.51,5.56,1.5,0.29,12.46
6/7/2017,7:15:00,14.19,0.78,7.13,7.04,68.76,5.51,1.57,0.34,12.46
6/7/2017,7:30:00,14.21,0.78,7.13,7.06,69.02,5.22,1.66,0.32,12.61
6/7/2017,7:45:00,14.22,0.78,7.13,7.09,69.28,5.55,1.73,0.32,12.57
6/7/2017,8:00:00,14.24,0.78,7.14,7.1,69.41,5.39,2.01,0.43,12.58
6/7/2017,8:15:00,14.26,0.78,7.14,7.12,69.65,6.24,1.84,0.39,12.63
6/7/2017,8:30:00,14.29,0.78,7.14,7.15,69.95,6.03,1.66,0.33,12.82
6/7/2017,8:45:00,14.31,0.78,7.15,7.17,70.23,5.27,1.66,0.33,12.98
6/7/2017,9:00:00,14.35,0.78,7.15,7.21,70.64,5.87,1.59,0.33,13.12
6/7/2017,9:15:00,14.42,0.79,7.16,7.27,71.35,5.44,1.61,0.34,13.25
6/7/2017,9:30:00,14.52,0.79,7.16,7.35,72.32,5.61,1.67,0.33,13.27
6/7/2017,9:45:00,14.7,0.8,7.18,7.5,74.07,5.38,1.54,0.29,13.22
6/7/2017,10:00:00,14.78,0.8,7.19,7.58,75.03,5.26,1.62,0.37,13.22
6/7/2017,10:15:00,14.84,0.8,7.19,7.6,75.3,5.33,1.59,0.33,13.17
6/7/2017,10:30:00,14.82,0.8,7.2,7.62,75.47,5.23,1.74,0.35,13.2
6/7/2017,10:45:00,14.91,0.81,7.21,7.71,76.45,5.39,1.57,0.31,13.24
6/7/2017,11:00:00,15.05,0.81,7.22,7.8,77.57,5.3,1.63,0.34,13.24
6/7/2017,11:15:00,15.05,0.81,7.22,7.81,77.74,5.42,1.64,0.37,13.34
6/7/2017,11:30:00,15.22,0.81,7.23,7.88,78.66,4.86,1.56,0.33,13.33
6/7/2017,11:45:00,15.42,0.81,7.23,7.94,79.59,4.8,1.14,0.29,13.36
6/7/2017,12:00:00,15.53,0.81,7.24,7.96,80.02,4.93,1.36,0.29,13.31
6/7/2017,12:15:00,15.59,0.81,7.25,8,80.58,4.8,1.26,0.26,13.26
6/7/2017,12:30:00,15.65,0.81,7.25,8.06,81.23,5.06,1.26,0.31,13.29
6/7/2017,12:45:00,15.88,0.81,7.25,8.1,82.05,4.76,1.3,0.31,13.24
6/7/2017,13:00:00,16.08,0.81,7.26,8.13,82.73,4.82,1.28,0.27,13.26
6/7/2017,13:15:00,16.07,0.81,7.27,8.17,83.13,4.62,1.24,0.28,13.32
6/7/2017,13:30:00,16.4,0.81,7.28,8.21,84.03,4.6,1.3,0.3,13.31
6/7/2017,13:45:00,16.63,0.81,7.28,8.23,84.71,4.69,1.25,0.32,13.36
6/7/2017,14:00:00,16.67,0.81,7.3,8.28,85.26,4.81,1.32,0.29,13.29
6/7/2017,14:15:00,16.8,0.81,7.3,8.31,85.8,4.88,1.32,0.3,13.36
6/7/2017,14:30:00,16.93,0.81,7.31,8.36,86.54,4.48,1.31,0.31,13.26
6/7/2017,14:45:00,16.91,0.81,7.31,8.37,86.62,4.65,1.35,0.29,13.27
6/7/2017,15:00:00,17.12,0.81,7.32,8.42,87.6,4.71,1.25,0.26,13.18
6/7/2017,15:15:00,17.18,0.81,7.32,8.45,88.01,4.55,1.38,0.29,13.27
6/7/2017,15:30:00,17.36,0.81,7.33,8.48,88.57,4.62,1.35,0.27,13.39
6/7/2017,15:45:00,17.43,0.81,7.33,8.53,89.26,4.75,1.37,0.25,13.26
6/7/2017,16:00:00,17.39,0.81,7.33,8.52,89.05,4.64,1.34,0.27,13.39
6/7/2017,16:15:00,17.14,0.8,7.3,8.37,87.06,4.63,1.44,0.31,13.49
6/7/2017,16:30:00,17.11,0.8,7.3,8.36,86.89,4.68,1.43,0.27,13.17
6/7/2017,16:45:00,17.2,0.8,7.3,8.39,87.39,4.68,1.42,0.28,13.17
6/7/2017,17:00:00,17.34,0.8,7.3,8.44,88.15,4.57,1.46,0.24,13.22
6/7/2017,17:15:00,17.55,0.81,7.31,8.43,88.47,4.18,1.45,0.31,13.36
6/7/2017,17:30:00,17.37,0.81,7.3,8.46,88.45,4.78,1.49,0.32,13.25
6/7/2017,17:45:00,17.38,0.81,7.31,8.45,88.33,4.57,1.54,0.28,13.22
6/7/2017,18:00:00,17.16,0.81,7.3,8.44,87.8,4.54,1.64,0.34,13.18
6/7/2017,18:15:00,17.39,0.81,7.31,8.49,88.78,4.72,1.62,0.3,13.14
6/7/2017,18:30:00,17.69,0.81,7.33,8.65,90.96,4.63,1.64,0.32,13.16
6/7/2017,18:45:00,17.82,0.81,7.35,8.72,92.03,4.12,1.62,0.37,13.21
6/7/2017,19:00:00,17.66,0.81,7.34,8.66,91.02,4.37,1.75,0.34,13.22
6/7/2017,19:15:00,17.53,0.81,7.33,8.57,89.91,4.54,1.81,0.35,13.25
6/7/2017,19:30:00,17.61,0.81,7.34,8.65,90.81,4.47,1.9,0.29,13.1
6/7/2017,19:45:00,17.67,0.81,7.35,8.63,90.77,4.48,1.93,0.37,13
6/7/2017,20:00:00,17.66,0.81,7.36,8.73,91.78,4.15,1.87,0.33,12.96
6/7/2017,20:15:00,17.68,0.81,7.36,8.71,91.62,4.27,1.84,0.4,12.78
6/7/2017,20:30:00,17.35,0.82,7.32,8.53,89.08,4.46,2.32,0.56,12.8
6/7/2017,20:45:00,17.4,0.82,7.33,8.57,89.64,4.19,2.28,0.43,12.78
6/7/2017,21:00:00,17.5,0.82,7.34,8.65,90.61,4.54,2.13,0.4,12.87
6/7/2017,21:15:00,17.44,0.82,7.35,8.69,90.94,4.41,2.04,0.55,12.77
6/7/2017,21:30:00,17.49,0.82,7.36,8.69,91,4.69,2.18,0.43,12.78
6/7/2017,21:45:00,17.43,0.82,7.35,8.67,90.7,4.49,2.14,0.38,12.73
6/7/2017,22:00:00,17.41,0.82,7.35,8.66,90.61,4.48,2.19,0.53,12.76
6/7/2017,22:15:00,17.35,0.83,7.34,8.62,90,4.25,2.17,0.42,12.73
6/7/2017,22:30:00,17.33,0.83,7.35,8.65,90.39,4.46,1.94,0.53,12.72
6/7/2017,22:45:00,17.31,0.83,7.35,8.64,90.24,4.44,2.18,0.42,12.74
6/7/2017,23:00:00,17.27,0.84,7.35,8.64,90.1,3.7,2.17,0.42,12.72
6/7/2017,23:15:00,17.25,0.84,7.34,8.63,89.96,4.72,2.73,0.55,12.72
6/7/2017,23:30:00,17.2,0.84,7.34,8.63,89.84,4.75,2.38,0.49,12.74
6/7/2017,23:45:00,17.17,0.84,7.34,8.59,89.38,4.25,2.23,0.6,12.72
6/8/2017,0:00:00,17.13,0.84,7.34,8.59,89.4,4.07,2.51,0.58,12.69
6/8/2017,0:15:00,17.11,0.84,7.33,8.57,89.07,4.33,2.38,0.43,12.71
6/8/2017,0:30:00,17.07,0.84,7.33,8.55,88.8,4.47,2.31,0.58,12.72
6/8/2017,0:45:00,17.05,0.84,7.33,8.54,88.69,4.37,2.39,0.52,12.68
6/8/2017,1:00:00,17.01,0.84,7.33,8.53,88.49,4.62,2.42,0.52,12.74
6/8/2017,1:15:00,16.99,0.84,7.32,8.52,88.37,4.94,2.85,0.57,12.68
6/8/2017,1:30:00,16.96,0.84,7.32,8.49,87.94,5.06,2.4,0.67,12.69
6/8/2017,1:45:00,16.94,0.85,7.31,8.47,87.71,4.17,2.31,0.63,12.69
6/8/2017,2:00:00,16.91,0.85,7.32,8.46,87.6,4.29,2.38,0.56,12.7
6/8/2017,2:15:00,16.87,0.85,7.31,8.45,87.36,4.46,2.44,0.57,12.63
6/8/2017,2:30:00,16.85,0.85,7.31,8.43,87.2,4.18,2.43,0.6,12.68
6/8/2017,2:45:00,16.82,0.85,7.31,8.41,86.91,4.64,2.37,0.53,12.63
6/8/2017,3:00:00,16.79,0.85,7.3,8.37,86.48,4.24,2.4,0.51,12.68
6/8/2017,3:15:00,16.77,0.85,7.29,8.34,86.14,4.32,2.27,0.49,12.68
6/8/2017,3:30:00,16.74,0.85,7.3,8.36,86.23,4.79,2.36,0.53,12.68
6/8/2017,3:45:00,16.72,0.85,7.29,8.33,85.92,4.08,2.68,0.57,12.63
6/8/2017,4:00:00,16.7,0.85,7.29,8.29,85.47,3.98,2.34,0.5,12.67
6/8/2017,4:15:00,16.67,0.85,7.29,8.29,85.37,4.24,2.34,0.84,12.63
6/8/2017,4:30:00,16.65,0.85,7.28,8.26,85.09,4.7,2.49,0.51,12.62
6/8/2017,4:45:00,16.58,0.85,7.28,8.25,84.77,4.51,2.5,0.57,12.63
6/8/2017,5:00:00,16.53,0.86,7.26,8.11,83.27,5.31,2.69,0.55,12.63
6/8/2017,5:15:00,16.49,0.86,7.26,8.06,82.67,4.86,2.93,0.56,12.63
6/8/2017,5:30:00,16.47,0.86,7.26,8.08,82.86,4.7,2.41,0.66,12.81
6/8/2017,5:45:00,16.43,0.86,7.26,8.08,82.82,5.74,2.62,0.54,12.94
6/8/2017,6:00:00,16.41,0.86,7.26,8.03,82.27,4.99,2.15,0.48,13.09
6/8/2017,6:15:00,16.4,0.86,7.25,7.98,81.75,5.18,2.41,0.55,13.06
6/8/2017,6:30:00,16.4,0.86,7.25,7.99,81.88,5.72,2.18,0.47,12.93
6/8/2017,6:45:00,16.42,0.87,7.26,8.08,82.81,5.23,1.95,0.43,13.02
6/8/2017,7:00:00,16.46,0.87,7.27,8.11,83.15,5.07,2.23,0.51,12.99
6/8/2017,7:15:00,16.48,0.87,7.27,8.12,83.34,5.68,2.25,0.49,13.09
6/8/2017,7:30:00,16.55,0.87,7.27,8.17,83.94,5.64,2.23,0.46,13.07
6/8/2017,7:45:00,16.57,0.87,7.28,8.21,84.35,4.97,2.22,0.4,13.05
6/8/2017,8:00:00,16.51,0.88,7.28,8.25,84.7,6.04,2.22,0.45,13.01
6/8/2017,8:15:00,16.66,0.87,7.29,8.29,85.41,5.74,2.15,0.51,13.17
6/8/2017,8:30:00,16.72,0.87,7.3,8.35,86.14,5.79,2.03,0.42,13.27
6/8/2017,8:45:00,16.75,0.87,7.31,8.39,86.55,4.63,2.12,0.42,13.26
6/8/2017,9:00:00,16.79,0.88,7.32,8.43,87.09,4.8,2.06,0.44,13.34
6/8/2017,9:15:00,16.88,0.88,7.32,8.45,87.48,4.99,1.96,0.4,13.32
6/8/2017,9:30:00,16.78,0.87,7.32,8.42,86.97,5.3,1.96,0.44,13.36
6/8/2017,9:45:00,16.8,0.87,7.32,8.47,87.49,5.07,2.19,0.44,13.39
6/8/2017,10:00:00,16.79,0.87,7.32,8.46,87.35,4.95,2.23,0.42,13.29
6/8/2017,10:15:00,16.94,0.87,7.33,8.52,88.26,5.01,1.98,0.36,13.21
6/8/2017,10:30:00,16.99,0.86,7.33,8.47,87.84,5,2.01,0.36,13.39
6/8/2017,10:45:00,17.12,0.87,7.32,8.5,88.38,5.07,1.91,0.41,13.31
6/8/2017,11:00:00,16.97,0.87,7.31,8.37,86.7,5.21,2.02,0.34,13.4
6/8/2017,11:15:00,17.13,0.88,7.33,8.56,89.04,5.06,2.1,0.39,13.34
6/8/2017,11:30:00,17.32,0.88,7.36,8.78,91.64,4.77,1.92,0.38,13.39
6/8/2017,11:45:00,17.71,0.89,7.38,8.87,93.35,4.71,1.72,0.34,13.56
6/8/2017,12:00:00,17.66,0.9,7.37,8.79,92.4,5.01,1.78,0.37,13.44
6/8/2017,12:15:00,18.13,0.9,7.4,8.96,95.13,5.1,1.68,0.34,13.53
6/8/2017,12:30:00,18.22,0.9,7.41,9.03,96.07,4.89,1.59,0.38,13.36
6/8/2017,12:45:00,18.43,0.91,7.42,9.05,96.73,4.92,1.69,0.34,13.46
6/8/2017,13:00:00,18.5,0.91,7.42,9.1,97.3,4.92,1.53,0.38,13.38
6/8/2017,13:15:00,18.59,0.91,7.42,9.07,97.17,4.6,1.52,0.3,13.53
6/8/2017,13:30:00,18.35,0.92,7.41,9.07,96.76,4.46,1.67,0.37,13.47
6/8/2017,13:45:00,18.71,0.92,7.42,9.09,97.66,4.17,1.53,0.28,13.4
6/8/2017,14:00:00,18.89,0.91,7.43,9.12,98.39,4.63,1.55,0.35,13.51
6/8/2017,14:15:00,19.24,0.9,7.46,9.21,100.03,4.43,1.46,0.35,13.6
