date,time,temp_celsius,spcond_msPERcm,ph,do_mgPerL,do_Percent,turbidity_fnu,chlorophyll_rfu,phycocyanin_rfu,sysbattery_volts
6/8/2016,19:30:00,22.71,1.18,8.38,,,1.95,1.26,0.24,12.98
6/8/2016,19:45:00,22.65,1.18,8.31,,,2.03,1.34,0.22,12.89
6/8/2016,20:00:00,22.58,1.18,8.3,,,2,1.39,0.23,12.87
6/8/2016,20:15:00,22.54,1.19,8.25,,,1.99,1.59,0.27,12.81
6/8/2016,20:30:00,22.48,1.2,8.22,,,2,1.4,0.23,12.82
6/8/2016,20:45:00,22.42,1.2,8.19,,,2.07,1.41,0.25,12.8
6/8/2016,21:00:00,22.37,1.2,8.18,,,2,1.43,0.26,12.79
6/8/2016,21:15:00,22.3,1.2,8.17,,,1.92,1.48,0.28,12.82
6/8/2016,21:30:00,22.24,1.2,8.17,8.61,99.3,2.06,1.47,0.29,12.77
6/8/2016,21:45:00,22.18,1.2,8.16,,,2.19,1.45,0.26,12.91
6/8/2016,22:00:00,22.11,1.2,8.18,,,2.03,1.43,0.27,12.78
6/8/2016,22:15:00,22.03,1.2,8.17,,,1.91,1.56,0.29,12.76
6/8/2016,22:30:00,21.99,1.2,8.16,,,1.91,1.58,0.28,12.74
6/8/2016,22:45:00,21.95,1.2,8.11,,,1.87,1.43,0.29,12.74
6/8/2016,23:00:00,21.89,1.21,8.04,8.3,95.05,1.94,1.47,0.25,12.77
6/8/2016,23:15:00,21.86,1.21,7.94,,,1.87,1.43,0.26,12.74
6/8/2016,23:30:00,21.81,1.22,7.88,,,1.89,1.39,0.24,12.76
6/8/2016,23:45:00,21.74,1.22,7.83,,,1.82,1.44,0.26,12.76
6/9/2016,0:00:00,21.71,1.23,7.76,,,1.94,1.29,0.25,12.71
6/9/2016,0:15:00,21.65,1.24,7.72,,,2.03,1.27,0.2,12.74
6/9/2016,0:30:00,21.64,1.25,7.64,,,1.92,1.41,0.24,12.73
6/9/2016,0:45:00,21.58,1.26,7.59,,,2.09,1.38,0.25,12.73
6/9/2016,1:00:00,21.56,1.27,7.54,,,2.16,1.24,0.23,12.73
6/9/2016,1:15:00,21.53,1.27,7.51,7.04,80.09,2.13,1.33,0.25,12.7
6/9/2016,1:30:00,21.49,1.27,7.5,,,2.26,1.3,0.22,12.78
6/9/2016,1:45:00,21.45,1.27,7.48,,,2.24,1.29,0.22,12.73
6/9/2016,2:00:00,21.42,1.27,7.47,,,2.26,2.25,0.24,12.82
6/9/2016,2:15:00,21.37,1.27,7.46,,,2.61,1.33,0.24,12.68
6/9/2016,2:30:00,21.33,1.26,7.44,,,2.67,1.33,0.23,12.71
6/9/2016,2:45:00,21.27,1.26,7.43,,,2.51,1.33,0.23,12.71
6/9/2016,3:00:00,21.23,1.25,7.41,,,2.48,1.46,0.24,12.72
6/9/2016,3:15:00,21.19,1.25,7.39,,,2.61,1.38,0.23,12.82
6/9/2016,3:30:00,21.14,1.24,7.38,6.24,70.4,2.58,1.31,0.22,12.7
6/9/2016,3:45:00,21.08,1.25,7.37,6.18,69.7,2.7,1.25,0.21,12.69
6/9/2016,4:00:00,21.03,1.23,7.35,6.09,68.63,2.61,1.3,0.24,12.76
6/9/2016,4:15:00,21,1.23,7.35,,,2.59,1.33,0.25,12.69
6/9/2016,4:30:00,20.96,1.22,7.36,6.05,68.02,2.72,1.47,0.24,12.68
6/9/2016,4:45:00,20.89,1.22,7.36,6.02,67.66,2.64,1.32,0.24,12.63
6/9/2016,5:00:00,20.86,1.22,7.35,,,2.67,1.33,0.27,12.71
6/9/2016,5:15:00,20.82,1.25,7.34,,,2.64,1.36,0.23,12.68
6/9/2016,5:30:00,20.76,1.23,7.35,,,2.48,1.27,0.24,12.63
6/9/2016,5:45:00,20.73,1.22,7.35,,,2.4,1.36,0.24,12.69
6/9/2016,6:00:00,20.68,1.22,7.35,5.95,66.52,2.53,1.29,0.24,12.71
6/9/2016,6:15:00,20.65,1.2,7.36,,,2.52,1.24,0.23,12.69
6/9/2016,6:30:00,20.6,1.21,7.37,,,2.67,1.2,0.25,12.83
6/9/2016,6:45:00,20.56,1.2,7.39,,,2.74,1.15,0.22,12.93
6/9/2016,7:00:00,20.54,1.22,7.37,6.09,67.94,2.53,1.17,0.22,12.99
6/9/2016,7:15:00,20.52,1.21,7.39,,,2.58,1.13,0.2,12.95
6/9/2016,7:30:00,20.49,1.21,7.35,,,2.37,1.03,0.21,13.1
6/9/2016,7:45:00,20.45,1.21,7.37,6.15,68.44,2.37,1.04,0.21,13.24
6/9/2016,8:00:00,20.43,1.21,7.39,,,2.28,1.02,0.2,13.18
6/9/2016,8:15:00,20.4,1.21,7.41,,,2.31,1.08,0.2,13.1
6/9/2016,8:30:00,20.36,1.21,7.41,6.51,72.36,2.25,0.99,0.23,13.27
6/9/2016,8:45:00,20.35,1.2,7.46,6.7,74.45,2.27,1.05,0.21,13.35
6/9/2016,9:00:00,20.32,1.21,7.46,,,2.37,1.01,0.21,13.32
6/9/2016,9:15:00,20.36,1.2,7.52,7.07,78.62,2.44,1.11,0.22,13.44
6/9/2016,9:30:00,20.36,1.21,7.56,7.25,80.64,2.59,1.08,0.23,13.35
6/9/2016,9:45:00,20.38,1.2,7.58,7.33,81.48,2.62,1.11,0.23,13.33
6/9/2016,10:00:00,20.39,1.2,7.64,7.6,84.54,2.42,1.05,0.2,13.36
6/9/2016,10:15:00,20.44,1.2,7.68,,,2.48,1.16,0.23,13.29
6/9/2016,10:30:00,20.41,1.21,7.76,8.03,89.38,2.33,1.05,0.23,13.32
6/9/2016,10:45:00,20.45,1.21,7.75,7.94,88.43,2.45,1.15,0.23,13.36
6/9/2016,11:00:00,20.48,1.21,7.86,8.31,92.53,2.23,1.16,0.25,13.42
6/9/2016,11:15:00,20.44,1.21,7.85,8.29,92.33,2.43,1.19,0.24,13.36
6/9/2016,11:30:00,20.44,1.21,7.95,8.59,95.66,2.1,1.11,0.23,13.45
6/9/2016,11:45:00,20.49,1.2,7.98,,,2.1,1.24,0.24,13.66
6/9/2016,12:00:00,20.53,1.2,8.04,8.82,98.41,2.18,1.12,0.24,13.58
6/9/2016,12:15:00,20.53,1.2,8.14,9.12,101.72,2.12,1.1,0.24,13.5
6/9/2016,12:30:00,20.55,1.2,8.1,9.1,101.55,2.37,1.28,0.23,14.03
6/9/2016,12:45:00,20.59,1.2,8.35,,,2.02,1.12,0.25,13.64
6/9/2016,13:00:00,20.62,1.19,8.34,9.54,106.54,2.01,1.14,0.25,13.56
6/9/2016,13:15:00,20.62,1.19,8.22,9.26,103.5,2.19,1.28,0.26,13.65
6/9/2016,13:30:00,20.62,1.18,8.38,9.62,107.45,2.1,1.27,0.31,13.59
6/9/2016,13:45:00,20.64,1.18,8.46,,,2.02,1.19,0.27,13.62
6/9/2016,14:00:00,20.65,1.18,8.4,,,2.08,1.3,0.28,13.61
6/9/2016,14:15:00,20.68,1.16,8.55,10.13,113.24,1.99,1.22,0.25,13.64
6/9/2016,14:30:00,20.67,1.16,8.56,,,2.04,1.24,0.25,13.58
6/9/2016,14:45:00,20.65,1.17,8.43,9.87,110.35,2.11,1.35,0.27,13.83
6/9/2016,15:00:00,20.62,1.17,8.49,9.97,111.35,2.03,1.35,0.27,13.45
6/9/2016,15:15:00,20.61,1.16,8.54,10.1,112.84,1.99,1.19,0.25,14.01
6/9/2016,15:30:00,20.6,1.16,8.6,10.29,114.9,2.02,1.29,0.27,13.44
6/9/2016,15:45:00,20.59,1.17,8.49,10.04,112.05,2.05,1.31,0.22,13.32
6/9/2016,16:00:00,20.57,1.17,8.45,,,2.01,1.27,0.23,13.48
6/9/2016,16:15:00,20.63,1.17,8.46,9.96,111.24,2.02,1.26,0.25,13.98
6/9/2016,16:30:00,20.61,1.17,8.51,10.09,112.66,2.03,1.26,0.24,13.5
6/9/2016,16:45:00,20.56,1.17,8.48,10.02,111.76,2.03,1.29,0.26,13.45
6/9/2016,17:00:00,20.53,1.16,8.5,,,2.01,1.25,0.27,13.49
6/9/2016,17:15:00,20.53,1.17,8.44,,,2.04,1.19,0.21,13.67
6/9/2016,17:30:00,20.49,1.16,8.45,,,2.05,1.22,0.22,13.39
6/9/2016,17:45:00,20.46,1.16,8.42,9.91,110.4,1.95,1.26,0.25,13.22
6/9/2016,18:00:00,20.46,1.16,8.4,9.83,109.45,1.96,1.31,0.25,13.35
6/9/2016,18:15:00,20.43,1.16,8.39,,,2.01,1.15,0.24,13.27
6/9/2016,18:30:00,20.38,1.16,8.38,,,2.06,1.25,0.22,13.36
6/9/2016,18:45:00,20.34,1.16,8.33,9.7,107.78,2.01,1.2,0.22,13.1
6/9/2016,19:00:00,20.31,1.16,8.31,,,2.12,1.32,0.22,12.98
6/9/2016,19:15:00,20.29,1.16,8.31,,,2.09,1.32,0.25,12.99
6/9/2016,19:30:00,20.25,1.16,8.29,9.55,105.85,2.01,1.39,0.25,13.08
6/9/2016,19:45:00,20.21,1.16,8.26,9.48,105.05,2.05,1.23,0.24,12.89
6/9/2016,20:00:00,20.17,1.16,8.24,,,2.07,1.46,0.24,12.83
6/9/2016,20:15:00,20.13,1.16,8.2,,,2,1.39,0.23,12.85
6/9/2016,20:30:00,20.13,1.16,8.21,,,2.01,1.58,0.25,12.88
6/9/2016,20:45:00,20.09,1.16,8.18,9.23,101.97,1.87,1.44,0.25,12.85
6/9/2016,21:00:00,20.04,1.16,8.14,9.15,101.07,1.79,1.3,0.24,12.85
6/9/2016,21:15:00,19.99,1.16,8.12,,,1.85,1.22,0.23,12.87
6/9/2016,21:30:00,19.95,1.16,8.1,9.04,99.63,1.78,1.27,0.23,12.82
6/9/2016,21:45:00,19.95,1.16,8.09,,,1.8,1.27,0.22,12.88
6/9/2016,22:00:00,19.93,1.16,8.09,,,2.32,1.19,0.21,12.83
6/9/2016,22:15:00,19.89,1.16,8.07,,,1.75,1.33,0.23,12.8
6/9/2016,22:30:00,19.88,1.16,8.06,,,1.78,1.25,0.24,12.82
6/9/2016,22:45:00,19.84,1.16,8.04,,,1.77,1.28,0.23,12.8
6/9/2016,23:00:00,19.81,1.16,8.02,,,1.84,1.3,0.26,12.8
6/9/2016,23:15:00,19.78,1.16,7.99,8.68,95.38,1.77,1.23,0.22,12.82
6/9/2016,23:30:00,19.74,1.16,7.96,8.61,94.5,1.73,1.15,0.22,12.8
6/9/2016,23:45:00,19.7,1.15,7.91,,,1.76,1.11,0.21,12.78
6/10/2016,0:00:00,19.66,1.15,7.88,,,1.75,1.12,0.23,12.79
6/10/2016,0:15:00,19.63,1.15,7.87,,,1.66,1.07,0.22,12.82
6/10/2016,0:30:00,19.57,1.15,7.82,,,1.64,1.05,0.22,12.78
6/10/2016,0:45:00,19.56,1.15,7.8,,,1.92,1.01,0.21,12.8
6/10/2016,1:00:00,19.5,1.15,7.76,,,1.79,1.03,0.19,12.83
6/10/2016,1:15:00,19.47,1.15,7.75,,,1.87,1.04,0.2,12.82
6/10/2016,1:30:00,19.45,1.15,7.75,,,1.87,1.08,0.21,12.79
6/10/2016,1:45:00,19.43,1.15,7.74,,,2.05,1.15,0.22,12.8
6/10/2016,2:00:00,19.41,1.15,7.72,7.87,85.85,1.85,1.15,0.2,12.79
6/10/2016,2:15:00,19.35,1.15,7.71,7.83,85.32,1.75,1.2,0.21,12.88
6/10/2016,2:30:00,19.3,1.16,7.69,7.8,84.83,1.85,1.14,0.22,12.82
6/10/2016,2:45:00,19.27,1.15,7.69,,,1.8,1.18,0.23,12.78
6/10/2016,3:00:00,19.23,1.15,7.69,,,1.76,1.14,0.22,12.8
6/10/2016,3:15:00,19.25,1.16,7.68,,,1.97,1.2,0.24,12.83
6/10/2016,3:30:00,19.19,1.15,7.66,,,1.85,1.19,0.23,12.78
6/10/2016,3:45:00,19.18,1.16,7.66,,,1.97,1.21,0.25,12.79
6/10/2016,4:00:00,19.14,1.16,7.65,,,1.87,1.23,0.23,12.74
6/10/2016,4:15:00,19.11,1.16,7.65,,,1.81,1.18,0.21,12.76
6/10/2016,4:30:00,19.09,1.16,7.65,,,1.76,1.21,0.22,12.73
6/10/2016,4:45:00,19.03,1.16,7.64,,,1.77,1.19,0.25,12.77
6/10/2016,5:00:00,19.01,1.16,7.64,,,1.94,1.21,0.24,12.77
6/10/2016,5:15:00,18.97,1.16,7.63,7.49,80.94,1.98,1.33,0.26,12.72
6/10/2016,5:30:00,18.93,1.16,7.62,,,1.94,1.34,0.27,12.78
6/10/2016,5:45:00,18.85,1.16,7.59,,,1.91,1.14,0.22,12.76
6/10/2016,6:00:00,18.82,1.16,7.6,,,1.76,1.12,0.21,12.83
6/10/2016,6:15:00,18.8,1.16,7.6,,,1.77,1.05,0.22,13.1
6/10/2016,6:30:00,18.78,1.16,7.6,,,1.75,1.05,0.22,13.06
6/10/2016,6:45:00,18.76,1.16,7.61,,,1.83,0.99,0.21,13.07
6/10/2016,7:00:00,18.73,1.16,7.61,,,1.71,0.96,0.2,13.5
6/10/2016,7:15:00,18.75,1.16,7.63,,,1.73,0.97,0.24,13.74
6/10/2016,7:30:00,18.75,1.16,7.64,,,1.82,0.93,0.22,13.84
6/10/2016,7:45:00,18.76,1.15,7.67,,,1.85,0.97,0.22,14.03
6/10/2016,8:00:00,18.79,1.15,7.68,,,1.86,1.05,0.23,13.66
6/10/2016,8:15:00,18.79,1.15,7.69,,,1.83,0.93,0.21,14.08
6/10/2016,8:30:00,18.76,1.16,7.7,,,1.91,1.05,0.24,13.83
6/10/2016,8:45:00,18.77,1.16,7.73,,,1.92,1,0.24,14.11
6/10/2016,9:00:00,18.81,1.16,7.75,,,1.84,1.05,0.23,14.06
6/10/2016,9:15:00,18.82,1.16,7.76,,,1.97,1.02,0.24,13.66
6/10/2016,9:30:00,18.83,1.16,7.79,,,1.88,1.05,0.24,14.09
6/10/2016,9:45:00,18.84,1.16,7.78,,,1.83,1.04,0.21,14.04
6/10/2016,10:00:00,18.86,1.16,7.79,,,1.92,1.02,0.21,14.12
6/10/2016,10:15:00,18.92,1.16,7.82,,,1.88,0.99,0.24,13.6
6/10/2016,10:30:00,18.92,1.16,7.82,,,1.87,0.98,0.23,13.66
6/10/2016,10:45:00,18.98,1.16,7.83,,,1.95,0.92,0.2,13.4
6/10/2016,11:00:00,19,1.16,7.87,,,2.02,0.98,0.19,14.01
6/10/2016,11:15:00,19.04,1.16,7.88,,,2.05,0.95,0.22,13.45
6/10/2016,11:30:00,19.12,1.16,7.91,,,1.79,0.9,0.18,13.85
6/10/2016,11:45:00,19.16,1.16,7.96,,,1.99,0.99,0.17,13.62
6/10/2016,12:00:00,19.22,1.16,7.96,,,1.97,0.97,0.22,13.54
6/10/2016,12:15:00,19.2,1.16,7.95,,,1.82,0.98,0.21,13.59
6/10/2016,12:30:00,19.3,1.16,8,,,1.8,0.94,0.2,14.06
6/10/2016,12:45:00,19.33,1.17,8.01,,,1.87,0.94,0.17,14
6/10/2016,13:00:00,19.48,1.17,8.03,,,1.79,0.97,0.19,14.02
6/10/2016,13:15:00,19.54,1.17,8.06,,,1.72,1.09,0.19,14.03
6/10/2016,13:30:00,19.57,1.16,8.05,,,1.85,0.88,0.22,14.01
6/10/2016,13:45:00,19.73,1.16,8.06,,,1.72,0.91,0.2,13.98
6/10/2016,14:00:00,19.76,1.16,8.07,,,1.62,0.89,0.19,13.56
6/10/2016,14:15:00,19.85,1.17,8.09,,,1.73,0.93,0.17,13.87
6/10/2016,14:30:00,19.83,1.17,8.08,,,1.68,1.01,0.21,13.62
6/10/2016,14:45:00,19.9,1.17,8.08,,,1.69,0.98,0.23,13.95
6/10/2016,15:00:00,19.99,1.17,8.1,,,1.9,1.16,0.2,13.83
6/10/2016,15:15:00,20.04,1.18,8.09,,,1.75,1.09,0.19,13.85
6/10/2016,15:30:00,20.09,1.19,8.08,,,1.77,1.04,0.24,13.85
6/10/2016,15:45:00,20.22,1.2,8.1,,,1.8,1.12,0.21,13.85
6/10/2016,16:00:00,20.22,1.22,8.07,,,1.92,1.17,0.18,13.57
6/10/2016,16:15:00,20.32,1.23,8.1,,,2,1.1,0.2,13.61
6/10/2016,16:30:00,20.45,1.23,8.15,,,1.96,1.18,0.2,13.89
6/10/2016,16:45:00,20.46,1.24,8.12,,,1.96,1.08,0.21,13.95
6/10/2016,17:00:00,20.51,1.25,8.11,,,2.06,1.1,0.21,13.49
6/10/2016,17:15:00,20.48,1.26,8.11,,,1.96,1.17,0.19,13.54
6/10/2016,17:30:00,20.56,1.27,8.16,,,2.08,1.32,0.21,13.59
6/10/2016,17:45:00,20.6,1.26,8.21,,,2.01,1.19,0.21,13.53
6/10/2016,18:00:00,20.67,1.26,8.2,,,1.88,1.16,0.18,13.91
6/10/2016,18:15:00,20.73,1.26,8.24,,,1.95,1.05,0.19,13.85
6/10/2016,18:30:00,20.75,1.26,8.22,,,1.89,1.1,0.17,13.94
6/10/2016,18:45:00,20.76,1.27,8.24,,,1.87,1.14,0.17,13.85
6/10/2016,19:00:00,20.72,1.28,8.24,,,1.82,1.23,0.18,13.84
6/10/2016,19:15:00,20.85,1.26,8.42,,,1.76,1.17,0.17,13.78
6/10/2016,19:30:00,20.87,1.27,8.4,,,1.72,1.29,0.18,13.87
6/10/2016,19:45:00,20.88,1.27,8.44,,,1.68,1.45,0.2,13.79
6/10/2016,20:00:00,20.93,1.25,8.59,,,1.56,1.35,0.21,13.29
6/10/2016,20:15:00,20.95,1.25,8.62,,,1.55,1.32,0.23,12.98
6/10/2016,20:30:00,20.93,1.23,8.8,,,1.6,1.29,0.2,12.91
6/10/2016,20:45:00,20.96,1.22,8.9,,,1.42,1.32,0.19,12.88
6/10/2016,21:00:00,20.93,1.21,8.9,,,1.67,1.37,0.21,12.97
6/10/2016,21:15:00,20.91,1.21,8.95,,,1.36,1.32,0.24,12.87
6/10/2016,21:30:00,20.86,1.21,8.86,,,1.3,1.3,0.23,12.91
6/10/2016,21:45:00,20.81,1.22,8.9,,,1.29,1.21,0.23,12.88
6/10/2016,22:00:00,20.79,1.21,8.83,,,1.29,1.3,0.24,12.89
6/10/2016,22:15:00,20.73,1.22,8.85,,,1.25,1.06,0.19,12.85
6/10/2016,22:30:00,20.69,1.2,8.87,,,1.22,1.01,0.2,12.83
6/10/2016,22:45:00,20.66,1.22,8.81,,,1.26,1.11,0.21,12.84
6/10/2016,23:00:00,20.61,1.22,8.78,,,1.3,1.12,0.24,12.86
6/10/2016,23:15:00,20.55,1.21,8.77,,,1.27,0.93,0.16,12.84
6/10/2016,23:30:00,20.52,1.24,8.34,,,1.37,0.94,0.17,12.87
6/10/2016,23:45:00,20.48,1.23,8.59,,,1.31,0.98,0.17,12.82
6/11/2016,0:00:00,20.45,1.23,8.48,,,1.29,1.01,0.17,12.87
6/11/2016,0:15:00,20.41,1.23,8.51,,,1.31,1.02,0.17,12.83
6/11/2016,0:30:00,20.35,1.22,8.63,,,1.2,0.95,0.19,12.82
6/11/2016,0:45:00,20.32,1.23,8.55,,,1.34,0.93,0.18,12.8
6/11/2016,1:00:00,20.27,1.22,8.6,,,1.21,0.98,0.16,12.82
6/11/2016,1:15:00,20.23,1.22,8.55,,,1.18,0.96,0.18,12.81
6/11/2016,1:30:00,20.16,1.23,8.48,,,1.26,0.97,0.2,12.82
6/11/2016,1:45:00,20.15,1.23,8.53,,,1.15,0.91,0.2,12.82
6/11/2016,2:00:00,20.12,1.23,8.51,,,1.25,0.92,0.17,12.8
6/11/2016,2:15:00,20.08,1.23,8.46,,,1.21,0.9,0.21,12.79
6/11/2016,2:30:00,20.06,1.23,8.47,,,1.2,0.97,0.19,12.79
6/11/2016,2:45:00,20.02,1.23,8.46,,,1.21,0.88,0.17,12.82
6/11/2016,3:00:00,19.99,1.24,8.39,8.73,96.32,1.25,0.97,0.18,12.78
6/11/2016,3:15:00,19.96,1.24,8.36,,,1.17,0.92,0.18,12.78
6/11/2016,3:30:00,19.93,1.23,8.38,,,1.24,0.95,0.18,12.8
6/11/2016,3:45:00,19.9,1.24,8.32,,,1.31,0.93,0.17,12.8
6/11/2016,4:00:00,19.86,1.24,8.3,8.52,93.74,1.28,0.96,0.18,12.8
6/11/2016,4:15:00,19.83,1.24,8.3,,,1.44,0.98,0.19,12.87
6/11/2016,4:30:00,19.8,1.24,8.27,,,1.22,0.94,0.21,12.81
6/11/2016,4:45:00,19.78,1.26,8.19,,,1.21,0.94,0.21,12.82
6/11/2016,5:00:00,19.75,1.25,8.2,,,1.26,0.95,0.2,12.87
6/11/2016,5:15:00,19.72,1.25,8.17,,,1.23,0.94,0.17,12.8
6/11/2016,5:30:00,19.72,1.27,8.1,,,1.23,0.89,0.17,13.06
6/11/2016,5:45:00,19.68,1.27,8.12,,,1.24,0.91,0.16,13.49
6/11/2016,6:00:00,19.67,1.27,8.09,,,1.28,0.92,0.2,13.76
6/11/2016,6:15:00,19.65,1.28,8.08,,,1.32,0.88,0.19,13.93
6/11/2016,6:30:00,19.62,1.27,8.13,,,1.23,0.85,0.18,14.04
6/11/2016,6:45:00,19.62,1.28,8.13,,,1.28,0.83,0.17,14.21
6/11/2016,7:00:00,19.62,1.27,8.16,,,1.23,0.76,0.15,13.84
6/11/2016,7:15:00,19.62,1.27,8.18,,,1.15,0.83,0.18,13.95
6/11/2016,7:30:00,19.63,1.28,8.18,,,1.29,0.83,0.18,13.67
6/11/2016,7:45:00,19.63,1.28,8.23,,,1.2,0.85,0.19,14.2
6/11/2016,8:00:00,19.65,1.28,8.22,,,1.27,0.88,0.22,14.17
6/11/2016,8:15:00,19.68,1.28,8.25,,,1.24,0.83,0.21,14.1
6/11/2016,8:30:00,19.7,1.29,8.16,,,1.65,0.89,0.19,14
6/11/2016,8:45:00,19.71,1.28,8.13,,,1.29,0.83,0.19,14.09
6/11/2016,9:00:00,19.7,1.27,8.1,,,1.56,0.87,0.18,14
6/11/2016,9:15:00,19.68,1.25,8.12,,,1.26,0.84,0.17,14.02
6/11/2016,9:30:00,19.68,1.24,8.09,,,1.24,0.95,0.16,13.93
6/11/2016,9:45:00,19.67,1.24,8.09,,,1.27,0.86,0.17,13.78
6/11/2016,10:00:00,19.66,1.22,8.12,,,1.34,1,0.17,13.95
6/11/2016,10:15:00,19.66,1.22,8.1,,,1.32,0.95,0.18,13.95
6/11/2016,10:30:00,19.67,1.21,8.08,,,1.42,0.97,0.21,14.01
6/11/2016,10:45:00,19.66,1.22,8.03,,,1.51,1.05,0.21,13.96
6/11/2016,11:00:00,19.69,1.22,8.05,,,1.45,1.03,0.2,13.95
6/11/2016,11:15:00,19.69,1.22,8.07,,,1.73,0.98,0.19,13.98
6/11/2016,11:30:00,19.7,1.21,8.03,,,1.67,1,0.18,13.94
6/11/2016,11:45:00,19.74,1.21,8.08,,,1.61,0.98,0.2,13.94
6/11/2016,12:00:00,19.76,1.22,7.99,,,1.89,1.14,0.2,13.94
6/11/2016,12:15:00,19.73,1.21,8,,,1.81,1.09,0.19,13.94
6/11/2016,12:30:00,19.73,1.2,8,,,1.72,2.12,0.22,13.92
6/11/2016,12:45:00,19.73,1.2,7.99,,,1.73,1.04,0.2,13.77
6/11/2016,13:00:00,19.77,1.2,7.97,,,2.13,1.2,0.22,13.31
6/11/2016,13:15:00,19.73,1.19,7.94,,,1.99,1.4,0.22,13.26
6/11/2016,13:30:00,19.72,1.19,7.95,,,1.99,1.29,0.2,13.58
6/11/2016,13:45:00,19.74,1.18,7.98,,,1.93,1.2,0.22,13.44
6/11/2016,14:00:00,19.73,1.19,7.87,,,2.12,1.19,0.2,13.36
6/11/2016,14:15:00,19.79,1.19,7.97,,,2.26,1.24,0.2,13.34
6/11/2016,14:30:00,19.76,1.21,7.86,,,2.1,1.26,0.21,13.12
6/11/2016,14:45:00,19.76,1.21,7.82,,,2.03,1.1,0.19,13.93
6/11/2016,15:00:00,19.81,1.21,7.93,,,2.07,1.21,0.21,13.31
6/11/2016,15:15:00,19.83,1.23,7.88,,,2.15,1.3,0.22,13.09
6/11/2016,15:30:00,19.83,1.23,8.03,,,2.03,1.26,0.19,12.96
6/11/2016,15:45:00,19.85,1.23,8.07,,,2,1.25,0.22,12.98
6/11/2016,16:00:00,19.85,1.24,8.2,,,2.13,1.17,0.2,12.96
6/11/2016,16:15:00,19.9,1.25,8.36,,,1.88,1.17,0.24,12.95
6/11/2016,16:30:00,19.86,1.25,8.21,,,2.08,1.15,0.21,13.03
6/11/2016,16:45:00,19.87,1.23,8.49,,,1.63,1.07,0.2,12.96
6/11/2016,17:00:00,19.87,1.25,8.39,,,1.75,1.22,0.22,12.93
6/11/2016,17:15:00,19.86,1.26,8.17,,,1.94,1.21,0.21,12.92
6/11/2016,17:30:00,19.84,1.24,8.36,,,1.85,1.16,0.21,12.91
6/11/2016,17:45:00,19.85,1.25,8.36,,,1.76,1.02,0.21,13.02
6/11/2016,18:00:00,19.84,1.23,8.49,,,1.84,1.07,0.19,12.96
6/11/2016,18:15:00,19.84,1.24,8.77,,,1.62,0.99,0.2,12.85
6/11/2016,18:30:00,19.83,1.24,8.48,,,1.75,1.12,0.22,12.89
6/11/2016,18:45:00,19.83,1.26,8.56,,,1.89,1.13,0.23,12.92
6/11/2016,19:00:00,19.83,1.25,8.59,,,1.62,1.14,0.21,12.89
6/11/2016,19:15:00,19.8,1.26,8.6,,,1.51,1.08,0.22,12.88
6/11/2016,19:30:00,19.76,1.23,8.73,,,1.43,0.96,0.21,12.87
6/11/2016,19:45:00,19.73,1.22,8.73,,,1.43,0.93,0.17,12.85
6/11/2016,20:00:00,19.75,1.24,8.7,,,1.51,1.03,0.2,12.9
6/11/2016,20:15:00,19.8,1.28,8.49,,,1.54,1.08,0.2,12.81
6/11/2016,20:30:00,19.67,1.24,8.69,,,1.43,0.99,0.19,12.8
