"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2018","530010003","4","6.3","ug/m3 LC","26","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/02/2018","530010003","4","4.8","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/03/2018","530010003","4","4.9","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/04/2018","530010003","4","7.6","ug/m3 LC","32","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/05/2018","530010003","4","8.6","ug/m3 LC","36","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/06/2018","530010003","4","10.7","ug/m3 LC","45","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/07/2018","530010003","4","4.1","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/08/2018","530010003","4","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/09/2018","530010003","4","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/10/2018","530010003","4","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/11/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/12/2018","530010003","4","4.9","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/13/2018","530010003","4","3.9","ug/m3 LC","16","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/14/2018","530010003","4","3","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/15/2018","530010003","4","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/16/2018","530010003","4","2.1","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/17/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/18/2018","530010003","4","2.4","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/19/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/20/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/21/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/22/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/23/2018","530010003","4","1.4","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/24/2018","530010003","4","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/25/2018","530010003","4","1","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/26/2018","530010003","4","0.9","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/27/2018","530010003","4","1","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/28/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/29/2018","530010003","4","1.6","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/30/2018","530010003","4","0.8","ug/m3 LC","3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/31/2018","530010003","4","2.6","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/01/2018","530010003","4","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/02/2018","530010003","4","3","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/03/2018","530010003","4","1","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/04/2018","530010003","4","1","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/05/2018","530010003","4","0.7","ug/m3 LC","3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/06/2018","530010003","4","1.4","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/07/2018","530010003","4","1.6","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/08/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/09/2018","530010003","4","3.4","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/10/2018","530010003","4","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/11/2018","530010003","4","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/27/2018","530010003","4","1.6","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"02/28/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/01/2018","530010003","4","0.7","ug/m3 LC","3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/02/2018","530010003","4","0.9","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/03/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/04/2018","530010003","4","3.3","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/05/2018","530010003","4","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/06/2018","530010003","4","2.6","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/07/2018","530010003","4","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/08/2018","530010003","4","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/09/2018","530010003","4","1.1","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/10/2018","530010003","4","2.4","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/11/2018","530010003","4","3","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/12/2018","530010003","4","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/13/2018","530010003","4","3.4","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/14/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/15/2018","530010003","4","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/16/2018","530010003","4","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/17/2018","530010003","4","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/18/2018","530010003","4","1.6","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/19/2018","530010003","4","2.5","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/20/2018","530010003","4","3.1","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/21/2018","530010003","4","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/22/2018","530010003","4","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/23/2018","530010003","4","1.1","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/24/2018","530010003","4","1.1","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/25/2018","530010003","4","1.8","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/26/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/27/2018","530010003","4","1.1","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/28/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/29/2018","530010003","4","2.5","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/30/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"03/31/2018","530010003","4","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/01/2018","530010003","4","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/02/2018","530010003","4","1.7","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/03/2018","530010003","4","3","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/04/2018","530010003","4","4.7","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/05/2018","530010003","4","3.6","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/06/2018","530010003","4","3.3","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/07/2018","530010003","4","2.4","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/08/2018","530010003","4","0.3","ug/m3 LC","1","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/09/2018","530010003","4","1.4","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/10/2018","530010003","4","2.1","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/11/2018","530010003","4","1.1","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/12/2018","530010003","4","0.7","ug/m3 LC","3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/13/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/14/2018","530010003","4","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/15/2018","530010003","4","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/16/2018","530010003","4","0.9","ug/m3 LC","4","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/17/2018","530010003","4","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/18/2018","530010003","4","1.6","ug/m3 LC","7","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/19/2018","530010003","4","3","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/20/2018","530010003","4","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/21/2018","530010003","4","1.5","ug/m3 LC","6","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/22/2018","530010003","4","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/23/2018","530010003","4","2.5","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/24/2018","530010003","4","3.9","ug/m3 LC","16","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/25/2018","530010003","4","4","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/26/2018","530010003","4","5.1","ug/m3 LC","21","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/27/2018","530010003","4","6.6","ug/m3 LC","28","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/28/2018","530010003","4","2","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/29/2018","530010003","4","1.3","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"04/30/2018","530010003","4","2.1","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","36830","Othello, WA","53","Washington","001","Adams","47.12","-118.3819"
"01/01/2018","530030004","4","10.4","ug/m3 LC","43","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/02/2018","530030004","4","5.7","ug/m3 LC","24","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/03/2018","530030004","4","13.5","ug/m3 LC","54","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/04/2018","530030004","4","11.2","ug/m3 LC","47","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/05/2018","530030004","4","14.4","ug/m3 LC","56","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/06/2018","530030004","4","13.8","ug/m3 LC","55","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/07/2018","530030004","4","12","ug/m3 LC","50","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/08/2018","530030004","4","3.3","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/09/2018","530030004","4","4.5","ug/m3 LC","19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/10/2018","530030004","4","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/11/2018","530030004","4","5.3","ug/m3 LC","22","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/12/2018","530030004","4","11.6","ug/m3 LC","48","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/13/2018","530030004","4","8.3","ug/m3 LC","35","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/14/2018","530030004","4","6","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/15/2018","530030004","4","8","ug/m3 LC","33","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/16/2018","530030004","4","7.3","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/17/2018","530030004","4","4.2","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/18/2018","530030004","4","3.6","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/19/2018","530030004","4","11.7","ug/m3 LC","49","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/20/2018","530030004","4","21.1","ug/m3 LC","70","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/21/2018","530030004","4","7.8","ug/m3 LC","33","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/22/2018","530030004","4","5.8","ug/m3 LC","24","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/23/2018","530030004","4","8.3","ug/m3 LC","35","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/24/2018","530030004","4","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/25/2018","530030004","4","2.3","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/26/2018","530030004","4","6.1","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/27/2018","530030004","4","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/28/2018","530030004","4","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/29/2018","530030004","4","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/30/2018","530030004","4","2.6","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"01/31/2018","530030004","4","12.6","ug/m3 LC","52","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"02/01/2018","530030004","4","11.7","ug/m3 LC","49","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"02/02/2018","530030004","4","14.5","ug/m3 LC","56","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"02/03/2018","530030004","4","15.6","ug/m3 LC","58","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"02/04/2018","530030004","4","5","ug/m3 LC","21","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"02/05/2018","530030004","4","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
"02/06/2018","530030004","4","2.5","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","30300","Lewiston, ID-WA","53","Washington","003","Asotin","46.425416","-117.060445"
