"Agency","Site","Site AQS","Param","Param AQS","POC","Method","Duration","Date (LST)","Unit","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","Average","Max"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/01/2018","UG/M3","1.7","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/02/2018","UG/M3","2.7","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/03/2018","UG/M3","4.5","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/04/2018","UG/M3","13.9","","","","","","","","","","","","","","","","","","","","","","","","13.9","13.9"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/05/2018","UG/M3","6.7","","","","","","","","","","","","","","","","","","","","","","","","6.7","6.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/06/2018","UG/M3","2.7","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/07/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/08/2018","UG/M3","2.8","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/09/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/10/2018","UG/M3","2.1","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/11/2018","UG/M3","4.3","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/12/2018","UG/M3","5.5","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.5"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/13/2018","UG/M3","6.8","","","","","","","","","","","","","","","","","","","","","","","","6.8","6.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/14/2018","UG/M3","6.4","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.4"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/15/2018","UG/M3","6.2","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.2"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/16/2018","UG/M3","6.1","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.1"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/17/2018","UG/M3","5.3","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/18/2018","UG/M3","1.8","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/19/2018","UG/M3","4.8","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/20/2018","UG/M3","4.6","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.6"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/21/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/22/2018","UG/M3","6.6","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.6"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/23/2018","UG/M3","4.2","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.2"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/24/2018","UG/M3","2.1","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/25/2018","UG/M3","2.8","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/26/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/27/2018","UG/M3","2.4","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/28/2018","UG/M3","2.1","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/29/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/30/2018","UG/M3","2.6","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","07/31/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/01/2018","UG/M3","1.7","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/02/2018","UG/M3","1.4","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/03/2018","UG/M3","2.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","2.0"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/04/2018","UG/M3","3.9","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/05/2018","UG/M3","2.6","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/06/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/07/2018","UG/M3","2.5","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/08/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/09/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/10/2018","UG/M3","1.8","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/11/2018","UG/M3","2.1","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/12/2018","UG/M3","4.0","","","","","","","","","","","","","","","","","","","","","","","","4.0","4.0"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/13/2018","UG/M3","12.8","","","","","","","","","","","","","","","","","","","","","","","","12.8","12.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/14/2018","UG/M3","57.7","","","","","","","","","","","","","","","","","","","","","","","","57.7","57.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/15/2018","UG/M3","23.6","","","","","","","","","","","","","","","","","","","","","","","","23.6","23.6"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/16/2018","UG/M3","83.7","","","","","","","","","","","","","","","","","","","","","","","","83.7","83.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/20/2018","UG/M3","25.7","","","","","","","","","","","","","","","","","","","","","","","","25.7","25.7"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/21/2018","UG/M3","42.5","","","","","","","","","","","","","","","","","","","","","","","","42.5","42.5"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/22/2018","UG/M3","56.5","","","","","","","","","","","","","","","","","","","","","","","","56.5","56.5"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/23/2018","UG/M3","4.1","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.1"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/24/2018","UG/M3","17.8","","","","","","","","","","","","","","","","","","","","","","","","17.8","17.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/25/2018","UG/M3","15.4","","","","","","","","","","","","","","","","","","","","","","","","15.4","15.4"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/26/2018","UG/M3","3.6","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/27/2018","UG/M3","5.8","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.8"
"WA1","Aberdeen-Division St","530272002","PM2.5-88502","88502","4","","24 Hrs","08/28/2018","UG/M3","6.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","6.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/01/2018","UG/M3","2.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","2.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/02/2018","UG/M3","2.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","2.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/03/2018","UG/M3","3.1","","","","","","","","","","","","","","","","","","","","","","","","3.1","3.1"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/04/2018","UG/M3","9.7","","","","","","","","","","","","","","","","","","","","","","","","9.7","9.7"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/05/2018","UG/M3","6.1","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.1"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/06/2018","UG/M3","2.2","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/07/2018","UG/M3","2.8","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/08/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/09/2018","UG/M3","4.2","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/10/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/11/2018","UG/M3","2.8","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/12/2018","UG/M3","3.9","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/13/2018","UG/M3","4.8","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.8"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/14/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/15/2018","UG/M3","5.2","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/16/2018","UG/M3","6.5","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.5"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/17/2018","UG/M3","5.3","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/18/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/19/2018","UG/M3","2.6","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/20/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/21/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/22/2018","UG/M3","4.0","","","","","","","","","","","","","","","","","","","","","","","","4.0","4.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/23/2018","UG/M3","6.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","6.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/24/2018","UG/M3","5.3","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/25/2018","UG/M3","5.4","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/26/2018","UG/M3","5.6","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/27/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/28/2018","UG/M3","3.9","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/29/2018","UG/M3","5.2","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/30/2018","UG/M3","5.3","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","07/31/2018","UG/M3","6.3","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/01/2018","UG/M3","6.3","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/02/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/03/2018","UG/M3","2.2","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/04/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/05/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/06/2018","UG/M3","4.1","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.1"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/07/2018","UG/M3","6.3","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/08/2018","UG/M3","7.0","","","","","","","","","","","","","","","","","","","","","","","","7.0","7.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/09/2018","UG/M3","7.4","","","","","","","","","","","","","","","","","","","","","","","","7.4","7.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/10/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/11/2018","UG/M3","2.2","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/12/2018","UG/M3","3.1","","","","","","","","","","","","","","","","","","","","","","","","3.1","3.1"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/13/2018","UG/M3","6.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","6.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/14/2018","UG/M3","28.3","","","","","","","","","","","","","","","","","","","","","","","","28.3","28.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/15/2018","UG/M3","26.4","","","","","","","","","","","","","","","","","","","","","","","","26.4","26.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/16/2018","UG/M3","18.3","","","","","","","","","","","","","","","","","","","","","","","","18.3","18.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/17/2018","UG/M3","4.4","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/18/2018","UG/M3","10.2","","","","","","","","","","","","","","","","","","","","","","","","10.2","10.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/19/2018","UG/M3","22.4","","","","","","","","","","","","","","","","","","","","","","","","22.4","22.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/20/2018","UG/M3","41.2","","","","","","","","","","","","","","","","","","","","","","","","41.2","41.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/21/2018","UG/M3","48.3","","","","","","","","","","","","","","","","","","","","","","","","48.3","48.3"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/22/2018","UG/M3","38.2","","","","","","","","","","","","","","","","","","","","","","","","38.2","38.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/23/2018","UG/M3","35.0","","","","","","","","","","","","","","","","","","","","","","","","35.0","35.0"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/24/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/25/2018","UG/M3","9.6","","","","","","","","","","","","","","","","","","","","","","","","9.6","9.6"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/26/2018","UG/M3","4.2","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.2"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/27/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"OR1","Albany - Calapooia School","410430009","PM2.5-88502","88502","3","","24 Hrs","08/28/2018","UG/M3","6.6","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.6"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/01/2018","UG/M3","1.8","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.8"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/02/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/03/2018","UG/M3","5.5","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.5"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/04/2018","UG/M3","6.2","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.2"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/05/2018","UG/M3","8.6","","","","","","","","","","","","","","","","","","","","","","","","8.6","8.6"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/06/2018","UG/M3","4.4","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/07/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/08/2018","UG/M3","4.8","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.8"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/09/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/10/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/11/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/12/2018","UG/M3","6.7","","","","","","","","","","","","","","","","","","","","","","","","6.7","6.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/13/2018","UG/M3","6.5","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.5"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/14/2018","UG/M3","8.0","","","","","","","","","","","","","","","","","","","","","","","","8.0","8.0"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/15/2018","UG/M3","10.4","","","","","","","","","","","","","","","","","","","","","","","","10.4","10.4"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/16/2018","UG/M3","9.1","","","","","","","","","","","","","","","","","","","","","","","","9.1","9.1"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/17/2018","UG/M3","8.7","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/18/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/19/2018","UG/M3","5.2","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.2"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/20/2018","UG/M3","6.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","6.0"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/21/2018","UG/M3","5.7","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/22/2018","UG/M3","7.1","","","","","","","","","","","","","","","","","","","","","","","","7.1","7.1"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/23/2018","UG/M3","7.7","","","","","","","","","","","","","","","","","","","","","","","","7.7","7.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/24/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/25/2018","UG/M3","5.7","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/26/2018","UG/M3","6.7","","","","","","","","","","","","","","","","","","","","","","","","6.7","6.7"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/27/2018","UG/M3","4.3","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/28/2018","UG/M3","5.5","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.5"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/29/2018","UG/M3","5.1","","","","","","","","","","","","","","","","","","","","","","","","5.1","5.1"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/30/2018","UG/M3","6.1","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.1"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","07/31/2018","UG/M3","6.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","6.0"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","08/01/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","08/02/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Anacortes-202 Ave (SO-AQS)","530570011","PM2.5-88101","88101","5","","24 Hrs","08/03/2018","UG/M3","2.6","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6"
