Site/Site AQS/Param/POC,Date.LST,ugPerMeter3
Butte Greely Sc/300930005/PM2.5-88101/3,7/26/2018,4.7
Butte Greely Sc/300930005/PM2.5-88101/3,7/27/2018,4.9
Butte Greely Sc/300930005/PM2.5-88101/3,7/28/2018,5.4
Butte Greely Sc/300930005/PM2.5-88101/3,7/29/2018,7.4
Butte Greely Sc/300930005/PM2.5-88101/3,7/30/2018,6.6
Butte Greely Sc/300930005/PM2.5-88101/3,7/31/2018,11.7
Butte Greely Sc/300930005/PM2.5-88101/3,8/1/2018,20.6
Butte Greely Sc/300930005/PM2.5-88101/3,8/2/2018,20.1
Butte Greely Sc/300930005/PM2.5-88101/3,8/3/2018,7.4
Butte Greely Sc/300930005/PM2.5-88101/3,8/4/2018,2.1
Butte Greely Sc/300930005/PM2.5-88101/3,8/5/2018,7.2
Butte Greely Sc/300930005/PM2.5-88101/3,8/6/2018,6.1
Butte Greely Sc/300930005/PM2.5-88101/3,8/7/2018,8.4
Butte Greely Sc/300930005/PM2.5-88101/3,8/8/2018,8.7
Butte Greely Sc/300930005/PM2.5-88101/3,8/9/2018,10.8
Butte Greely Sc/300930005/PM2.5-88101/3,8/10/2018,14.3
Butte Greely Sc/300930005/PM2.5-88101/3,8/11/2018,19.8
Butte Greely Sc/300930005/PM2.5-88101/3,8/12/2018,19.8
Butte Greely Sc/300930005/PM2.5-88101/3,8/13/2018,5.4
Butte Greely Sc/300930005/PM2.5-88101/3,8/14/2018,12.3
Butte Greely Sc/300930005/PM2.5-88101/3,8/15/2018,12.2
Butte Greely Sc/300930005/PM2.5-88101/3,8/16/2018,17.8
Butte Greely Sc/300930005/PM2.5-88101/3,8/17/2018,21.7
Butte Greely Sc/300930005/PM2.5-88101/3,8/18/2018,16.2
Butte Greely Sc/300930005/PM2.5-88101/3,8/19/2018,43.4
Butte Greely Sc/300930005/PM2.5-88101/3,8/20/2018,29.6
Butte Greely Sc/300930005/PM2.5-88101/3,8/21/2018,5.4
Butte Greely Sc/300930005/PM2.5-88101/3,8/22/2018,16.2
Butte Greely Sc/300930005/PM2.5-88101/3,8/23/2018,25.8
Butte Greely Sc/300930005/PM2.5-88101/3,8/24/2018,33.2
Butte Greely Sc/300930005/PM2.5-88101/3,8/25/2018,2.7
Butte Greely Sc/300930005/PM2.5-88101/3,8/26/2018,3.5
Butte Greely Sc/300930005/PM2.5-88101/3,8/27/2018,-0.5
Butte Greely Sc/300930005/PM2.5-88101/3,8/28/2018,0
Columbia Falls/300290049/PM2.5-88101/3,1/1/2018,8.7
Columbia Falls/300290049/PM2.5-88101/3,1/2/2018,12.4
Columbia Falls/300290049/PM2.5-88101/3,1/3/2018,10.2
Columbia Falls/300290049/PM2.5-88101/3,1/4/2018,16.6
Columbia Falls/300290049/PM2.5-88101/3,1/5/2018,20
Columbia Falls/300290049/PM2.5-88101/3,1/6/2018,23.3
Columbia Falls/300290049/PM2.5-88101/3,1/7/2018,4.5
Columbia Falls/300290049/PM2.5-88101/3,1/8/2018,11
Columbia Falls/300290049/PM2.5-88101/3,1/9/2018,16.2
Columbia Falls/300290049/PM2.5-88101/3,1/10/2018,2.9
Columbia Falls/300290049/PM2.5-88101/3,1/11/2018,3.1
Columbia Falls/300290049/PM2.5-88101/3,1/12/2018,8.2
Columbia Falls/300290049/PM2.5-88101/3,1/13/2018,14.1
Columbia Falls/300290049/PM2.5-88101/3,1/14/2018,8.5
Columbia Falls/300290049/PM2.5-88101/3,1/15/2018,5.1
Columbia Falls/300290049/PM2.5-88101/3,1/16/2018,4.5
Columbia Falls/300290049/PM2.5-88101/3,1/17/2018,11.3
Columbia Falls/300290049/PM2.5-88101/3,1/18/2018,10.2
Columbia Falls/300290049/PM2.5-88101/3,1/19/2018,2.8
Columbia Falls/300290049/PM2.5-88101/3,1/20/2018,3.1
Columbia Falls/300290049/PM2.5-88101/3,1/21/2018,8.7
Columbia Falls/300290049/PM2.5-88101/3,1/22/2018,4.5
Columbia Falls/300290049/PM2.5-88101/3,1/23/2018,6.3
Columbia Falls/300290049/PM2.5-88101/3,1/24/2018,5.5
Columbia Falls/300290049/PM2.5-88101/3,1/25/2018,5.1
Columbia Falls/300290049/PM2.5-88101/3,1/26/2018,1.6
Columbia Falls/300290049/PM2.5-88101/3,1/27/2018,3.8
Columbia Falls/300290049/PM2.5-88101/3,1/28/2018,6.5
Columbia Falls/300290049/PM2.5-88101/3,1/29/2018,12.1
Columbia Falls/300290049/PM2.5-88101/3,1/30/2018,0.4
Columbia Falls/300290049/PM2.5-88101/3,1/31/2018,3.6
Columbia Falls/300290049/PM2.5-88101/3,2/1/2018,5.3
Columbia Falls/300290049/PM2.5-88101/3,2/2/2018,1.9
Columbia Falls/300290049/PM2.5-88101/3,2/3/2018,2.2
Columbia Falls/300290049/PM2.5-88101/3,2/4/2018,3.7
Columbia Falls/300290049/PM2.5-88101/3,2/5/2018,0.8
Columbia Falls/300290049/PM2.5-88101/3,2/6/2018,7.6
Columbia Falls/300290049/PM2.5-88101/3,2/7/2018,4.5
Columbia Falls/300290049/PM2.5-88101/3,2/8/2018,2.6
Columbia Falls/300290049/PM2.5-88101/3,2/9/2018,5.3
Columbia Falls/300290049/PM2.5-88101/3,2/10/2018,8.1
Columbia Falls/300290049/PM2.5-88101/3,2/11/2018,7.4
Columbia Falls/300290049/PM2.5-88101/3,2/12/2018,9.5
Columbia Falls/300290049/PM2.5-88101/3,2/13/2018,15.5
Columbia Falls/300290049/PM2.5-88101/3,2/14/2018,12.5
Columbia Falls/300290049/PM2.5-88101/3,2/15/2018,4.3
Columbia Falls/300290049/PM2.5-88101/3,2/16/2018,5
Columbia Falls/300290049/PM2.5-88101/3,2/17/2018,6.8
Columbia Falls/300290049/PM2.5-88101/3,2/18/2018,0.9
Columbia Falls/300290049/PM2.5-88101/3,2/19/2018,7.2
Columbia Falls/300290049/PM2.5-88101/3,2/20/2018,8.2
Columbia Falls/300290049/PM2.5-88101/3,2/21/2018,15.9
Columbia Falls/300290049/PM2.5-88101/3,2/22/2018,5
Columbia Falls/300290049/PM2.5-88101/3,2/23/2018,7.2
Columbia Falls/300290049/PM2.5-88101/3,2/24/2018,4
Columbia Falls/300290049/PM2.5-88101/3,2/25/2018,2.8
Columbia Falls/300290049/PM2.5-88101/3,2/26/2018,3.5
Columbia Falls/300290049/PM2.5-88101/3,2/27/2018,2.1
Columbia Falls/300290049/PM2.5-88101/3,2/28/2018,3.6
Columbia Falls/300290049/PM2.5-88101/3,3/1/2018,3.5
Columbia Falls/300290049/PM2.5-88101/3,3/2/2018,5.3
Columbia Falls/300290049/PM2.5-88101/3,3/3/2018,10.9
Columbia Falls/300290049/PM2.5-88101/3,3/4/2018,1.3
Columbia Falls/300290049/PM2.5-88101/3,3/5/2018,5.9
Columbia Falls/300290049/PM2.5-88101/3,3/6/2018,8.4
Columbia Falls/300290049/PM2.5-88101/3,3/7/2018,19.5
Columbia Falls/300290049/PM2.5-88101/3,3/8/2018,12.4
Columbia Falls/300290049/PM2.5-88101/3,3/9/2018,0.1
Columbia Falls/300290049/PM2.5-88101/3,3/10/2018,6.5
Columbia Falls/300290049/PM2.5-88101/3,3/11/2018,6.8
Columbia Falls/300290049/PM2.5-88101/3,3/12/2018,8.6
Columbia Falls/300290049/PM2.5-88101/3,3/13/2018,4.4
Columbia Falls/300290049/PM2.5-88101/3,3/14/2018,8.9
Columbia Falls/300290049/PM2.5-88101/3,3/15/2018,14.4
Columbia Falls/300290049/PM2.5-88101/3,3/16/2018,6.1
Columbia Falls/300290049/PM2.5-88101/3,3/17/2018,2.3
Columbia Falls/300290049/PM2.5-88101/3,3/18/2018,2.6
Columbia Falls/300290049/PM2.5-88101/3,3/19/2018,2.5
Columbia Falls/300290049/PM2.5-88101/3,3/20/2018,5.2
Columbia Falls/300290049/PM2.5-88101/3,3/21/2018,5.3
Columbia Falls/300290049/PM2.5-88101/3,3/22/2018,2.7
Columbia Falls/300290049/PM2.5-88101/3,3/23/2018,3.6
Columbia Falls/300290049/PM2.5-88101/3,3/24/2018,4.6
Columbia Falls/300290049/PM2.5-88101/3,3/25/2018,2.4
Columbia Falls/300290049/PM2.5-88101/3,3/26/2018,3.3
Columbia Falls/300290049/PM2.5-88101/3,3/27/2018,1.1
Columbia Falls/300290049/PM2.5-88101/3,3/28/2018,2.4
Columbia Falls/300290049/PM2.5-88101/3,3/29/2018,7.3
Columbia Falls/300290049/PM2.5-88101/3,3/30/2018,3
Columbia Falls/300290049/PM2.5-88101/3,3/31/2018,3.2
Columbia Falls/300290049/PM2.5-88101/3,4/1/2018,5.5
Columbia Falls/300290049/PM2.5-88101/3,4/2/2018,6.2
Columbia Falls/300290049/PM2.5-88101/3,4/3/2018,7.3
Columbia Falls/300290049/PM2.5-88101/3,4/4/2018,8.8
Columbia Falls/300290049/PM2.5-88101/3,4/5/2018,7.9
Columbia Falls/300290049/PM2.5-88101/3,4/6/2018,4.8
Columbia Falls/300290049/PM2.5-88101/3,4/7/2018,7.5
Columbia Falls/300290049/PM2.5-88101/3,4/8/2018,3
Columbia Falls/300290049/PM2.5-88101/3,4/9/2018,3
Columbia Falls/300290049/PM2.5-88101/3,4/10/2018,6.4
Columbia Falls/300290049/PM2.5-88101/3,4/11/2018,4.6
Columbia Falls/300290049/PM2.5-88101/3,4/12/2018,1.9
Columbia Falls/300290049/PM2.5-88101/3,4/13/2018,1.9
Columbia Falls/300290049/PM2.5-88101/3,4/14/2018,2
Columbia Falls/300290049/PM2.5-88101/3,4/15/2018,5.4
Columbia Falls/300290049/PM2.5-88101/3,4/16/2018,1.8
Columbia Falls/300290049/PM2.5-88101/3,4/17/2018,1.4
Columbia Falls/300290049/PM2.5-88101/3,4/18/2018,2.9
Columbia Falls/300290049/PM2.5-88101/3,4/19/2018,5.5
Columbia Falls/300290049/PM2.5-88101/3,4/20/2018,4.8
Columbia Falls/300290049/PM2.5-88101/3,4/21/2018,7
Columbia Falls/300290049/PM2.5-88101/3,4/22/2018,4.9
Columbia Falls/300290049/PM2.5-88101/3,4/23/2018,2.6
Columbia Falls/300290049/PM2.5-88101/3,4/24/2018,6.6
Columbia Falls/300290049/PM2.5-88101/3,4/25/2018,7.7
Columbia Falls/300290049/PM2.5-88101/3,4/26/2018,8.8
Columbia Falls/300290049/PM2.5-88101/3,4/27/2018,6.6
Columbia Falls/300290049/PM2.5-88101/3,4/28/2018,9.1
Columbia Falls/300290049/PM2.5-88101/3,4/29/2018,3.9
Columbia Falls/300290049/PM2.5-88101/3,4/30/2018,3.4
Columbia Falls/300290049/PM2.5-88101/3,5/1/2018,3.2
Columbia Falls/300290049/PM2.5-88101/3,5/2/2018,6
Columbia Falls/300290049/PM2.5-88101/3,5/3/2018,6.8
Columbia Falls/300290049/PM2.5-88101/3,5/4/2018,6.8
Columbia Falls/300290049/PM2.5-88101/3,5/5/2018,6.1
Columbia Falls/300290049/PM2.5-88101/3,5/6/2018,4
Columbia Falls/300290049/PM2.5-88101/3,5/7/2018,3
Columbia Falls/300290049/PM2.5-88101/3,5/8/2018,4.4
Columbia Falls/300290049/PM2.5-88101/3,5/9/2018,4.3
Columbia Falls/300290049/PM2.5-88101/3,5/10/2018,4.3
Columbia Falls/300290049/PM2.5-88101/3,5/11/2018,3.2
Columbia Falls/300290049/PM2.5-88101/3,5/12/2018,8.3
Columbia Falls/300290049/PM2.5-88101/3,5/13/2018,7.9
Columbia Falls/300290049/PM2.5-88101/3,5/14/2018,8.8
Columbia Falls/300290049/PM2.5-88101/3,5/15/2018,10.4
Columbia Falls/300290049/PM2.5-88101/3,5/16/2018,9.5
Columbia Falls/300290049/PM2.5-88101/3,5/17/2018,5.5
Columbia Falls/300290049/PM2.5-88101/3,5/18/2018,2.3
Columbia Falls/300290049/PM2.5-88101/3,5/19/2018,3.1
Columbia Falls/300290049/PM2.5-88101/3,5/20/2018,4.8
Columbia Falls/300290049/PM2.5-88101/3,5/21/2018,5.8
Columbia Falls/300290049/PM2.5-88101/3,5/22/2018,7.1
Columbia Falls/300290049/PM2.5-88101/3,5/23/2018,4.9
Columbia Falls/300290049/PM2.5-88101/3,5/24/2018,5.5
Columbia Falls/300290049/PM2.5-88101/3,5/25/2018,7.5
Columbia Falls/300290049/PM2.5-88101/3,5/26/2018,4.4
Columbia Falls/300290049/PM2.5-88101/3,5/27/2018,7.3
Columbia Falls/300290049/PM2.5-88101/3,5/28/2018,6.6
Columbia Falls/300290049/PM2.5-88101/3,5/29/2018,6.1
Columbia Falls/300290049/PM2.5-88101/3,5/30/2018,3.8
Columbia Falls/300290049/PM2.5-88101/3,5/31/2018,3.7
Columbia Falls/300290049/PM2.5-88101/3,6/1/2018,2.8
Columbia Falls/300290049/PM2.5-88101/3,6/2/2018,5.9
Columbia Falls/300290049/PM2.5-88101/3,6/3/2018,6.1
Columbia Falls/300290049/PM2.5-88101/3,6/4/2018,2.2
Columbia Falls/300290049/PM2.5-88101/3,6/5/2018,3.8
Columbia Falls/300290049/PM2.5-88101/3,6/6/2018,6.4
Columbia Falls/300290049/PM2.5-88101/3,6/7/2018,8.8
Columbia Falls/300290049/PM2.5-88101/3,6/8/2018,8.3
Columbia Falls/300290049/PM2.5-88101/3,6/9/2018,6.6
Columbia Falls/300290049/PM2.5-88101/3,6/10/2018,1.5
Columbia Falls/300290049/PM2.5-88101/3,6/11/2018,2.9
Columbia Falls/300290049/PM2.5-88101/3,6/12/2018,4.8
Columbia Falls/300290049/PM2.5-88101/3,6/13/2018,4.6
Columbia Falls/300290049/PM2.5-88101/3,6/14/2018,2.5
Columbia Falls/300290049/PM2.5-88101/3,6/15/2018,3.2
Columbia Falls/300290049/PM2.5-88101/3,6/16/2018,1
Columbia Falls/300290049/PM2.5-88101/3,6/17/2018,4.7
Columbia Falls/300290049/PM2.5-88101/3,6/18/2018,4.2
Columbia Falls/300290049/PM2.5-88101/3,6/19/2018,7
Columbia Falls/300290049/PM2.5-88101/3,6/20/2018,7.5
Columbia Falls/300290049/PM2.5-88101/3,6/21/2018,5.6
Columbia Falls/300290049/PM2.5-88101/3,6/22/2018,6.1
Columbia Falls/300290049/PM2.5-88101/3,6/23/2018,5.8
Columbia Falls/300290049/PM2.5-88101/3,6/24/2018,7.9
Columbia Falls/300290049/PM2.5-88101/3,6/25/2018,4.2
Columbia Falls/300290049/PM2.5-88101/3,6/26/2018,2.1
Columbia Falls/300290049/PM2.5-88101/3,6/27/2018,5.5
Columbia Falls/300290049/PM2.5-88101/3,6/28/2018,4.4
Columbia Falls/300290049/PM2.5-88101/3,6/29/2018,4.5
Columbia Falls/300290049/PM2.5-88101/3,6/30/2018,5.2
Columbia Falls/300290049/PM2.5-88101/3,7/1/2018,4.1
Columbia Falls/300290049/PM2.5-88101/3,7/2/2018,1.3
Columbia Falls/300290049/PM2.5-88101/3,7/3/2018,3.6
Columbia Falls/300290049/PM2.5-88101/3,7/4/2018,6.3
Columbia Falls/300290049/PM2.5-88101/3,7/5/2018,6.7
Columbia Falls/300290049/PM2.5-88101/3,7/6/2018,12
Columbia Falls/300290049/PM2.5-88101/3,7/7/2018,6.8
Columbia Falls/300290049/PM2.5-88101/3,7/8/2018,6.1
Columbia Falls/300290049/PM2.5-88101/3,7/9/2018,9.6
Columbia Falls/300290049/PM2.5-88101/3,7/10/2018,7.5
Columbia Falls/300290049/PM2.5-88101/3,7/11/2018,6
Columbia Falls/300290049/PM2.5-88101/3,7/12/2018,6.7
Columbia Falls/300290049/PM2.5-88101/3,7/13/2018,7.2
Columbia Falls/300290049/PM2.5-88101/3,7/14/2018,8.4
Columbia Falls/300290049/PM2.5-88101/3,7/15/2018,8
Columbia Falls/300290049/PM2.5-88101/3,7/16/2018,9.1
Columbia Falls/300290049/PM2.5-88101/3,7/17/2018,10.7
Columbia Falls/300290049/PM2.5-88101/3,7/18/2018,12.5
Columbia Falls/300290049/PM2.5-88101/3,7/19/2018,14.5
Columbia Falls/300290049/PM2.5-88101/3,7/20/2018,12.6
Columbia Falls/300290049/PM2.5-88101/3,7/21/2018,11.4
Columbia Falls/300290049/PM2.5-88101/3,7/22/2018,8.1
Columbia Falls/300290049/PM2.5-88101/3,7/23/2018,9.1
Columbia Falls/300290049/PM2.5-88101/3,7/24/2018,7.4
Columbia Falls/300290049/PM2.5-88101/3,7/25/2018,8.2
Columbia Falls/300290049/PM2.5-88101/3,7/26/2018,8.9
Columbia Falls/300290049/PM2.5-88101/3,7/27/2018,10
Columbia Falls/300290049/PM2.5-88101/3,7/28/2018,10.7
Columbia Falls/300290049/PM2.5-88101/3,7/29/2018,10.8
Columbia Falls/300290049/PM2.5-88101/3,7/30/2018,12.3
Columbia Falls/300290049/PM2.5-88101/3,7/31/2018,16.3
Columbia Falls/300290049/PM2.5-88101/3,8/1/2018,18.3
Columbia Falls/300290049/PM2.5-88101/3,8/2/2018,13.6
Columbia Falls/300290049/PM2.5-88101/3,8/3/2018,12.3
Columbia Falls/300290049/PM2.5-88101/3,8/4/2018,20
Columbia Falls/300290049/PM2.5-88101/3,8/5/2018,14.4
Columbia Falls/300290049/PM2.5-88101/3,8/6/2018,13.2
Columbia Falls/300290049/PM2.5-88101/3,8/7/2018,21.2
Columbia Falls/300290049/PM2.5-88101/3,8/8/2018,38
Columbia Falls/300290049/PM2.5-88101/3,8/9/2018,35.4
Columbia Falls/300290049/PM2.5-88101/3,8/10/2018,33.5
Columbia Falls/300290049/PM2.5-88101/3,8/11/2018,35.7
Columbia Falls/300290049/PM2.5-88101/3,8/12/2018,23.4
Columbia Falls/300290049/PM2.5-88101/3,8/13/2018,49
Columbia Falls/300290049/PM2.5-88101/3,8/14/2018,53.2
Columbia Falls/300290049/PM2.5-88101/3,8/15/2018,50.8
Columbia Falls/300290049/PM2.5-88101/3,8/16/2018,46
Columbia Falls/300290049/PM2.5-88101/3,8/17/2018,40.7
Columbia Falls/300290049/PM2.5-88101/3,8/18/2018,52.7
Columbia Falls/300290049/PM2.5-88101/3,8/19/2018,115.2
Columbia Falls/300290049/PM2.5-88101/3,8/20/2018,42.8
Columbia Falls/300290049/PM2.5-88101/3,8/21/2018,58.2
Columbia Falls/300290049/PM2.5-88101/3,8/22/2018,30.7
Columbia Falls/300290049/PM2.5-88101/3,8/23/2018,45.4
Columbia Falls/300290049/PM2.5-88101/3,8/24/2018,61.1
Columbia Falls/300290049/PM2.5-88101/3,8/25/2018,69.2
Columbia Falls/300290049/PM2.5-88101/3,8/26/2018,38.9
Columbia Falls/300290049/PM2.5-88101/3,8/27/2018,7.2
Columbia Falls/300290049/PM2.5-88101/3,8/28/2018,9
French Town - B/300630037/PM2.5-88101/3,1/1/2018,11
French Town - B/300630037/PM2.5-88101/3,1/2/2018,13
French Town - B/300630037/PM2.5-88101/3,1/3/2018,20
French Town - B/300630037/PM2.5-88101/3,1/4/2018,25.1
French Town - B/300630037/PM2.5-88101/3,1/5/2018,24.9
French Town - B/300630037/PM2.5-88101/3,1/6/2018,27.1
French Town - B/300630037/PM2.5-88101/3,1/7/2018,16.9
French Town - B/300630037/PM2.5-88101/3,1/8/2018,15.2
French Town - B/300630037/PM2.5-88101/3,1/9/2018,18.4
French Town - B/300630037/PM2.5-88101/3,1/10/2018,5.5
French Town - B/300630037/PM2.5-88101/3,1/11/2018,8.5
French Town - B/300630037/PM2.5-88101/3,1/12/2018,13.6
French Town - B/300630037/PM2.5-88101/3,1/13/2018,11.5
French Town - B/300630037/PM2.5-88101/3,1/14/2018,12.8
French Town - B/300630037/PM2.5-88101/3,1/15/2018,9.3
French Town - B/300630037/PM2.5-88101/3,1/16/2018,11
French Town - B/300630037/PM2.5-88101/3,1/17/2018,14.6
French Town - B/300630037/PM2.5-88101/3,1/18/2018,11.7
French Town - B/300630037/PM2.5-88101/3,1/19/2018,5.2
French Town - B/300630037/PM2.5-88101/3,1/20/2018,8.6
French Town - B/300630037/PM2.5-88101/3,1/21/2018,7.2
French Town - B/300630037/PM2.5-88101/3,1/22/2018,6.9
French Town - B/300630037/PM2.5-88101/3,1/23/2018,12.7
French Town - B/300630037/PM2.5-88101/3,1/24/2018,17.1
French Town - B/300630037/PM2.5-88101/3,1/25/2018,8.5
French Town - B/300630037/PM2.5-88101/3,1/26/2018,6.7
French Town - B/300630037/PM2.5-88101/3,1/27/2018,10.3
French Town - B/300630037/PM2.5-88101/3,1/28/2018,14.1
French Town - B/300630037/PM2.5-88101/3,1/29/2018,12.4
French Town - B/300630037/PM2.5-88101/3,1/30/2018,3.3
French Town - B/300630037/PM2.5-88101/3,1/31/2018,3.9
French Town - B/300630037/PM2.5-88101/3,2/1/2018,8.9
French Town - B/300630037/PM2.5-88101/3,2/2/2018,9
French Town - B/300630037/PM2.5-88101/3,2/3/2018,6.9
French Town - B/300630037/PM2.5-88101/3,2/4/2018,6.7
French Town - B/300630037/PM2.5-88101/3,2/5/2018,3.1
French Town - B/300630037/PM2.5-88101/3,2/6/2018,3.4
French Town - B/300630037/PM2.5-88101/3,2/7/2018,7.8
French Town - B/300630037/PM2.5-88101/3,2/8/2018,4.9
French Town - B/300630037/PM2.5-88101/3,2/9/2018,4.1
French Town - B/300630037/PM2.5-88101/3,2/10/2018,5.6
French Town - B/300630037/PM2.5-88101/3,2/11/2018,11.4
French Town - B/300630037/PM2.5-88101/3,2/12/2018,5
French Town - B/300630037/PM2.5-88101/3,2/13/2018,12.1
French Town - B/300630037/PM2.5-88101/3,2/14/2018,14.2
French Town - B/300630037/PM2.5-88101/3,2/15/2018,4
French Town - B/300630037/PM2.5-88101/3,2/16/2018,5.6
French Town - B/300630037/PM2.5-88101/3,2/17/2018,5.9
French Town - B/300630037/PM2.5-88101/3,2/18/2018,2.7
French Town - B/300630037/PM2.5-88101/3,2/19/2018,5.3
French Town - B/300630037/PM2.5-88101/3,2/20/2018,8.9
French Town - B/300630037/PM2.5-88101/3,2/21/2018,12
French Town - B/300630037/PM2.5-88101/3,2/22/2018,11
French Town - B/300630037/PM2.5-88101/3,2/23/2018,11
French Town - B/300630037/PM2.5-88101/3,2/24/2018,8.6
French Town - B/300630037/PM2.5-88101/3,2/25/2018,5.5
French Town - B/300630037/PM2.5-88101/3,2/26/2018,5.2
French Town - B/300630037/PM2.5-88101/3,2/27/2018,6.8
French Town - B/300630037/PM2.5-88101/3,2/28/2018,7.1
French Town - B/300630037/PM2.5-88101/3,3/1/2018,10
French Town - B/300630037/PM2.5-88101/3,3/2/2018,3.9
French Town - B/300630037/PM2.5-88101/3,3/3/2018,9.4
French Town - B/300630037/PM2.5-88101/3,3/4/2018,7.9
French Town - B/300630037/PM2.5-88101/3,3/5/2018,7.4
French Town - B/300630037/PM2.5-88101/3,3/6/2018,9.3
French Town - B/300630037/PM2.5-88101/3,3/7/2018,10.6
French Town - B/300630037/PM2.5-88101/3,3/8/2018,11.6
French Town - B/300630037/PM2.5-88101/3,3/9/2018,4.7
French Town - B/300630037/PM2.5-88101/3,3/10/2018,7.4
French Town - B/300630037/PM2.5-88101/3,3/11/2018,8.9
French Town - B/300630037/PM2.5-88101/3,3/12/2018,10
French Town - B/300630037/PM2.5-88101/3,3/13/2018,10.4
French Town - B/300630037/PM2.5-88101/3,3/14/2018,6.8
French Town - B/300630037/PM2.5-88101/3,3/15/2018,4
French Town - B/300630037/PM2.5-88101/3,3/16/2018,6.3
French Town - B/300630037/PM2.5-88101/3,3/17/2018,5.5
French Town - B/300630037/PM2.5-88101/3,3/18/2018,4
French Town - B/300630037/PM2.5-88101/3,3/19/2018,5.2
French Town - B/300630037/PM2.5-88101/3,3/20/2018,5.1
French Town - B/300630037/PM2.5-88101/3,3/21/2018,7.6
French Town - B/300630037/PM2.5-88101/3,3/22/2018,6.7
French Town - B/300630037/PM2.5-88101/3,3/23/2018,3
French Town - B/300630037/PM2.5-88101/3,3/24/2018,5.5
French Town - B/300630037/PM2.5-88101/3,3/25/2018,4.1
French Town - B/300630037/PM2.5-88101/3,3/26/2018,4.3
French Town - B/300630037/PM2.5-88101/3,3/27/2018,4.8
French Town - B/300630037/PM2.5-88101/3,3/28/2018,5.1
French Town - B/300630037/PM2.5-88101/3,3/29/2018,6.3
French Town - B/300630037/PM2.5-88101/3,3/30/2018,5.5
French Town - B/300630037/PM2.5-88101/3,3/31/2018,4
French Town - B/300630037/PM2.5-88101/3,4/1/2018,5.4
French Town - B/300630037/PM2.5-88101/3,4/2/2018,2.7
French Town - B/300630037/PM2.5-88101/3,4/3/2018,4.9
French Town - B/300630037/PM2.5-88101/3,4/4/2018,4.8
French Town - B/300630037/PM2.5-88101/3,4/5/2018,4.1
French Town - B/300630037/PM2.5-88101/3,4/6/2018,7
French Town - B/300630037/PM2.5-88101/3,4/7/2018,7.7
French Town - B/300630037/PM2.5-88101/3,4/8/2018,4.4
French Town - B/300630037/PM2.5-88101/3,4/9/2018,4.1
French Town - B/300630037/PM2.5-88101/3,4/10/2018,6.2
French Town - B/300630037/PM2.5-88101/3,4/11/2018,3
French Town - B/300630037/PM2.5-88101/3,4/12/2018,2.2
French Town - B/300630037/PM2.5-88101/3,4/13/2018,3.6
French Town - B/300630037/PM2.5-88101/3,4/14/2018,4.2
French Town - B/300630037/PM2.5-88101/3,4/15/2018,6.6
French Town - B/300630037/PM2.5-88101/3,4/16/2018,2.5
French Town - B/300630037/PM2.5-88101/3,4/17/2018,3.2
French Town - B/300630037/PM2.5-88101/3,4/18/2018,5.4
French Town - B/300630037/PM2.5-88101/3,4/19/2018,5.7
French Town - B/300630037/PM2.5-88101/3,4/20/2018,5.6
French Town - B/300630037/PM2.5-88101/3,4/21/2018,6.4
French Town - B/300630037/PM2.5-88101/3,4/22/2018,4.2
French Town - B/300630037/PM2.5-88101/3,4/23/2018,5
French Town - B/300630037/PM2.5-88101/3,4/24/2018,8.8
French Town - B/300630037/PM2.5-88101/3,4/25/2018,16.1
French Town - B/300630037/PM2.5-88101/3,4/26/2018,18.9
French Town - B/300630037/PM2.5-88101/3,4/27/2018,8.3
French Town - B/300630037/PM2.5-88101/3,4/28/2018,-4.8
French Town - B/300630037/PM2.5-88101/3,4/29/2018,-4.9
French Town - B/300630037/PM2.5-88101/3,4/30/2018,-4.8
French Town - B/300630037/PM2.5-88101/3,5/1/2018,-4.8
French Town - B/300630037/PM2.5-88101/3,5/2/2018,-4.8
French Town - B/300630037/PM2.5-88101/3,5/3/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/4/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/5/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/6/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/7/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/8/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/9/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/10/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/11/2018,2
French Town - B/300630037/PM2.5-88101/3,5/12/2018,9.3
French Town - B/300630037/PM2.5-88101/3,5/13/2018,2.7
French Town - B/300630037/PM2.5-88101/3,5/14/2018,89.3
French Town - B/300630037/PM2.5-88101/3,5/15/2018,6.4
French Town - B/300630037/PM2.5-88101/3,5/16/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/17/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/18/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/19/2018,365.1
French Town - B/300630037/PM2.5-88101/3,5/20/2018,663.3
French Town - B/300630037/PM2.5-88101/3,5/21/2018,-999
French Town - B/300630037/PM2.5-88101/3,5/22/2018,5.2
French Town - B/300630037/PM2.5-88101/3,5/23/2018,4.6
French Town - B/300630037/PM2.5-88101/3,5/24/2018,6.6
French Town - B/300630037/PM2.5-88101/3,5/25/2018,7.2
French Town - B/300630037/PM2.5-88101/3,5/26/2018,3.6
